n,d,noise,kind,seed,method,trim,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
500,5,gauss,null_gauss,400000,k1,0.0,49,0.0013920997620078257,0.012143673942015099,0.012143673942015099,0.009518978606525952,0.009518978606525952,0.008915033835944053,0.008915033835944053,0.008309259704770366,0.008309259704770366,0.008249883586280093,0.008249883586280093,0.007967891113911607,0.007967891113911607,0.007847535543709983,0.007847535543709983,0.007633094081905489,0.007633094081905489,0.007154349472600852,0.007154349472600852,0.007125341194967105,0.007125341194967105
500,5,gauss,null_gauss,400000,k1,0.01,49,0.0013903596804634155,0.012419691478319894,0.012419691478319894,0.010991081071691444,0.010991081071691444,0.009908983897405799,0.009908983897405799,0.008517453678269726,0.008517453678269726,0.0083912358791296,0.0083912358791296,0.007386197760158919,0.007386197760158919,0.00703157717552827,0.00703157717552827,0.00700565696672284,0.00700565696672284,0.006940398811660864,0.006940398811660864,0.006912630635375505,0.006912630635375505
500,5,gauss,null_gauss,400000,k1,0.05,199,0.0010278823429851203,0.01838938635660703,0.015140672898023011,0.013845714406178877,0.012642644631839728,0.01136717458634462,0.011262518546220512,0.011059628411903666,0.009923909958883925,0.009717349555129706,0.009581732375781749,0.00913012451555184,0.008979912085947395,0.008813723345024393,0.008763531640340272,0.008261886994853973,0.008040937854131847,0.007801737625328542,0.007707223025429477,0.007589823034025112,0.007409744570241461
500,5,gauss,null_gauss,400000,k2,0.0,49,0.15485454405103166,0.39135588679310906,0.39135588679310906,0.3791325280267903,0.3791325280267903,0.332461550323306,0.332461550323306,0.3160813141450029,0.3160813141450029,0.31555281468374813,0.31555281468374813,0.2953650215534642,0.2953650215534642,0.280708200514147,0.280708200514147,0.2593799723259332,0.2593799723259332,0.25172791910705444,0.25172791910705444,0.24755776057501688,0.24755776057501688
500,5,gauss,null_gauss,400000,k2,0.01,49,0.1315552080649548,0.24042122143976546,0.24042122143976546,0.22860395049998689,0.22860395049998689,0.2114377860580939,0.2114377860580939,0.18296969502635244,0.18296969502635244,0.17808019615936724,0.17808019615936724,0.17495930742416135,0.17495930742416135,0.1657498882134935,0.1657498882134935,0.1576202620193807,0.1576202620193807,0.15651545453441218,0.15651545453441218,0.1468430248544829,0.1468430248544829
500,5,gauss,null_gauss,400000,k2,0.05,199,0.06473771530101147,0.3396136793665806,0.3022047756876187,0.24479439901082,0.21820875237621012,0.212430039228536,0.20642771981706076,0.2043320043335878,0.20184048811291114,0.19629463073214548,0.18867844794758237,0.183431230782384,0.179609116046532,0.17589512454597944,0.17532123315302375,0.17286601167212837,0.16329597292718037,0.16181084897060463,0.15971205495453245,0.15867528080257542,0.15623371834074137
500,5,gauss,null_gauss,400000,hsic,0.0,199,0.00028764400313157143,0.005031253394665232,0.004309391038115878,0.004079020570804241,0.004071776791811604,0.0036639650095240993,0.0035342510401201992,0.00342858832400627,0.0032276643002242316,0.003156214679450389,0.0030726491487944843,0.003025279249368415,0.002971067427769101,0.0029464108501859984,0.002869024824852871,0.002785967765523496,0.002662967195728693,0.0025385559042713926,0.0025222135703116826,0.0024565024231971736,0.002291370045861002
500,5,gauss,null_gauss,400001,k1,0.0,49,0.0035913598435620697,0.01261149337322498,0.01261149337322498,0.010682877590296957,0.010682877590296957,0.0104327188711818,0.0104327188711818,0.009784599486824086,0.009784599486824086,0.00976232339362293,0.00976232339362293,0.007995361823792124,0.007995361823792124,0.007836917596929616,0.007836917596929616,0.007421454572385411,0.007421454572385411,0.0070808746716044535,0.0070808746716044535,0.00650644142369361,0.00650644142369361
500,5,gauss,null_gauss,400001,k1,0.01,49,0.0033993861788819135,0.01430492596351518,0.01430492596351518,0.012348882730308208,0.012348882730308208,0.011525163803079441,0.011525163803079441,0.011482617412470475,0.011482617412470475,0.010004837638688868,0.010004837638688868,0.009194604609707113,0.009194604609707113,0.008671433819086638,0.008671433819086638,0.008357925789425291,0.008357925789425291,0.007815378848810228,0.007815378848810228,0.007381489016444975,0.007381489016444975
500,5,gauss,null_gauss,400001,k1,0.05,199,0.003958487201637606,0.019492065952994575,0.014500686560436127,0.01412680997239113,0.013631192659849245,0.013059769549939038,0.012751278559504309,0.012261155810140756,0.011319575658582992,0.01040017920412517,0.010297431847168692,0.009893582872662177,0.009274064930119286,0.008985120920653178,0.008759213829978019,0.008442124270962248,0.008211686601912738,0.007902041919663594,0.007659543801920021,0.007316732638897205,0.007115097277229365
