n,d,noise,kind,seed,method,trim,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
8000,2,t3,null_nonparam,400000,k1,0.05,199,0.0005094069840261284,0.06780042506066486,0.06187563506643645,0.05610856251307783,0.04970228910804664,0.04648526424538313,0.045090314238602214,0.04411324525491611,0.042835185434903944,0.041834142425140275,0.038442699375975775,0.03595152553739267,0.035229183257521224,0.03481632007775615,0.03431527330255346,0.03347693701518928,0.031361241676638674,0.030592809371454366,0.029824676878972056,0.0297118969658533,0.027702049745936375
8000,2,t3,null_nonparam,400000,k2,0.05,199,0.09953854516040653,0.2507702442877553,0.19314660618930443,0.17400656184928676,0.17073904812124097,0.16922028458499838,0.16830487327771082,0.16501369090931822,0.161718162871943,0.16128842161947352,0.15530755893133696,0.15304615542275105,0.14726136725708466,0.13910418704676886,0.13724812606651027,0.13340960641250244,0.13092698225496063,0.12950444340230688,0.12583652849830945,0.12517591653673804,0.12411929813697119
8000,2,t3,null_nonparam,400000,hsic,0.0,199,0.0024355124654590115,0.006417734255156398,0.006205758194444424,0.005913447276042826,0.005776588750858115,0.005736620328310531,0.005645879498434325,0.005610391370980302,0.005478332257153224,0.005008480278111869,0.004985125852855172,0.004968484180504032,0.004866213311991313,0.00483670965789323,0.0047639771481595245,0.004713578317658296,0.004690445623265578,0.004623433174949924,0.004567359898290477,0.004521009636116598,0.004423290961217681
8000,2,t3,null_nonparam,400001,k1,0.05,199,0.0,0.056715438589535205,0.049454067194032114,0.04666201681218163,0.04458328594864858,0.04353394342686512,0.040182361441761905,0.03735548893458218,0.03612489940881802,0.03550856898385979,0.0352671640491764,0.0350221549637425,0.03329527346206085,0.03232010482648384,0.030831360152567044,0.028959085751159352,0.028167017457573884,0.027346760396614544,0.026465028753595465,0.02565244149030732,0.02490257404457885
8000,2,t3,null_nonparam,400001,k2,0.05,199,0.0735147404540888,0.21916385945656125,0.2028359225669193,0.19553924883028964,0.1756619077872636,0.17417159024295548,0.1720455546038697,0.16349125727976088,0.15746669590960075,0.15115221335696513,0.1501839043925796,0.1486326887156197,0.14819050220832786,0.14299343654872446,0.13922812410620602,0.13199781128753446,0.1306499717795352,0.1280150169244597,0.12590433957681682,0.12421409672718818,0.12264574601326189
8000,2,t3,null_nonparam,400001,hsic,0.0,199,0.0016696357365752299,0.005224601572233358,0.0048915246377329085,0.004552559087208908,0.0044801309104054,0.004440486386432371,0.004025417050649346,0.003980088382605246,0.003877201049022254,0.0037616812938788256,0.0037520230115099472,0.003654066995440624,0.003537985676466588,0.0035186661692233395,0.003496000651744172,0.0033999613729099984,0.0033318254162463014,0.003321500830630891,0.003293744799353758,0.0032898865862832165,0.0032021507932761617
8000,2,t3,null_nonparam,400002,k1,0.05,199,0.036652700986647746,0.06099886665918319,0.05469551230190062,0.052101743100825826,0.05159355964376644,0.04866236880537633,0.04818195339877851,0.0443820482149061,0.04242819937954956,0.041102306473986605,0.039121183830747364,0.037775236947532376,0.03616525916559099,0.03513485520728732,0.03346606375110084,0.032799171192658405,0.03214442944514273,0.0315848491703733,0.030153065232705556,0.028449547088546967,0.027734989038563973
8000,2,t3,null_nonparam,400002,k2,0.05,199,0.07476768347032771,0.21053438651093934,0.18234020170256862,0.16904756629427972,0.15116866474236448,0.14903748747132967,0.1411458298782515,0.1399536631576757,0.13953844646765698,0.13517749530202752,0.1335557818963396,0.13202360974289618,0.13050258340235865,0.12694323645244232,0.12440137520068173,0.1182461287752172,0.11583296564929851,0.11363384305643265,0.11256577823436005,0.11096105993028163,0.10925648612421286
8000,2,t3,null_nonparam,400002,hsic,0.0,199,0.0020151168102829167,0.005342006952333673,0.004671398876234511,0.0044498153398250745,0.004153494003851496,0.004129913058064071,0.004033212407531867,0.003940961899790293,0.003832263289001675,0.0037814108354013313,0.0036447445426647873,0.0035914526098261186,0.003511582399962308,0.003410541415130524,0.003387623877402705,0.0033057800238610476,0.003249238641824092,0.0032332360021629716,0.00322875409895708,0.003156058741471306,0.0031068222398176106
8000,2,t3,null_nonparam,400003,k1,0.05,199,0.0029286549416275287,0.06280908495226212,0.0519106523869749,0.04860724817013684,0.04572606973882054,0.04274673423359132,0.04109480465131432,0.04004703481729066,0.03579534881759894,0.0351656392103169,0.03351909605561865,0.0305774636773265,0.030128054591039177,0.029405503152042933,0.02932739023437203,0.028504655783348487,0.027182338177315524,0.02696555811167023,0.025959814388462066,0.02536656795037273,0.0244527668876513
8000,2,t3,null_nonparam,400003,k2,0.05,199,0.15903796666855638,0.23775629344203536,0.2014337953998544,0.19048034629866378,0.1702135781277708,0.16559402654076533,0.16094299082039806,0.14947046655916427,0.14665846789342107,0.1400984928019877,0.13942011405952234,0.13701819864186937,0.13636007295491182,0.13016210059637454,0.12884559217506325,0.12674104489658586,0.1220322983968931,0.1180929478813057,0.11763936680519654,0.11368906998863741,0.11209613450782352
