cell,n,tail,stat,engine,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
2-2-4,500,t3,gtest,crt_cond,193.5286683884242,192.81968882761035,192.5094975407024,192.1335741617023,192.0115903497325,191.58787585941684,191.4656252254126,191.15812717217153,191.0515270747145,190.8877016869668,190.66979835008416,190.56210366727404,190.4869634039886,190.33115696685522,190.1969702614309,189.8923408010327,189.80639469954747,189.77037991554337,189.62297477015022,189.52566809830662
2-2-4,500,t3,gtest,para_boot,202.75970898322964,199.99600920062963,199.10467225579484,198.52826085195605,197.66211171624133,197.1663465843038,196.63197724860197,196.28331848914846,195.95104626793216,195.61381281052138,195.24160131783248,194.45041805638903,194.14011619063893,193.92748986085397,193.55314214011662,193.4461995970156,193.3230766257161,193.03698798249556,192.72926856597567,192.58351032420993
2-2-4,500,t3,kl_crossfit,para_boot,1.3677232465941964,1.3281644603129108,1.321808467073367,1.2453910729988922,1.222288414095144,1.154704061361447,1.152920785469918,1.140351892200175,0.9453507471358569,0.9420562553597409,0.9344302477295686,0.797694387879497,0.6722615446691798,0.3072405015176648,0.25573031479353037,0.253515039648691,0.23503762284248475,0.23323013128691064,0.2204023045906697,0.21884338926859337
2-2-4,500,t3,kl_plugin,crt_cond,0.0194420301131972,0.018667235746651353,0.017864186825085723,0.010607802836214673,0.010421633163597408,0.01029134599508997,0.010185884113649572,0.010067247469463619,0.00998757115420257,0.009845218556951372,0.009794033116708779,0.009716076667012246,0.009690023374761499,0.00956810840517184,0.009459168350182966,0.009388778541865721,0.009347854204809524,0.009269551759623733,0.009250419368136312,0.009209678492679167
2-2-4,500,t3,kl_plugin,para_boot,0.019127251229082744,0.01830381538338174,0.018067034975537914,0.010689729522964497,0.010474147206623784,0.010127132635902219,0.01000652581916332,0.00988406788367951,0.00982152439869629,0.009703019089162839,0.009661764525306612,0.009636263912559812,0.009607803698687554,0.009503478813683209,0.009433818450648097,0.009387797023862195,0.009321015270064436,0.009252012423438429,0.009215330522661753,0.009170109178772402
2-2-4,500,t3,kl_split,para_boot,2.3033945942629677,2.056951103290492,2.026287727008247,1.685056452237207,1.6611405079139323,1.605016097001525,1.2720679744862329,0.6552190439948379,0.353657434867345,0.31272345482129854,0.2854551362977398,0.28121378786021256,0.2782484186005447,0.22686733162784523,0.09501079751221755,0.09069456457624758,0.0801649855141999,0.07222681577898063,0.06558807610987391,0.06263603467412167
2-2-4,500,t3,slack_plugin,para_boot,0.40260909320383176,0.40002790165168295,0.3992555191083888,0.39216103179550454,0.39114338853132696,0.39002462807377747,0.3894786615179757,0.38866459029350403,0.3882947109775052,0.38786352655377404,0.38763824724761986,0.38744867762998364,0.3873580601622846,0.3868557348500078,0.3587070341813041,0.33072315114314416,0.3302161166864446,0.3299755774641412,0.32371207703680954,0.32331893145397433
2-2-4,1000,none,cf1_margin,para_boot,0.010012102375905786,0.008799353021320212,0.007870151569646064,0.007268097020049818,0.006833247837537074,0.006509341843812786,0.006308038246546772,0.006042631290359009,0.00587588102529472,0.005697670035556841,0.005505017051335195,0.005391929946969139,0.005123673832168039,0.00497818726478219,0.004800032165658256,0.004723166174555129,0.00464665590939835,0.004543345166550561,0.0044269447450395825,0.004299536311149355
2-2-4,1000,none,gm_battery,crt_cond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,1000,none,gm_battery,para_boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,1000,none,gtest,crt_cond,590.9796048295649,589.0555172316372,588.1093226867417,587.4717074921421,586.8971081068483,586.2069351656279,585.8281871132853,585.667887351714,585.0581166160416,584.5863370918694,584.2397268477861,584.1069480392204,583.9356477122444,583.403503084066,583.0748211834858,582.7531119458215,582.5389720951297,582.212599297455,581.9487064930634,581.8547318004187
2-2-4,1000,none,gtest,para_boot,606.6006822514248,603.5959889281287,600.91108743635,598.5098993963364,597.0861841226301,596.1559543629564,594.9747360717702,593.990770698631,593.183015195926,592.7484101038876,592.0216498319672,591.3901088268153,590.7871027931234,590.3024077523709,589.8289066588655,589.3698072059353,588.759063894316,588.4059261174302,587.8836507659831,587.400431542136
2-2-4,1000,none,kl_crossfit,para_boot,0.03865309673041453,0.02978421842265961,0.02646128440596309,0.022778664405673665,0.020065611910098133,0.01853323111828095,0.016870246253124287,0.01584535974358198,0.01478846222130109,0.014129317876075822,0.013395916816292219,0.01293339889748389,0.012495427931723523,0.011898356513791633,0.011237918150217522,0.010825190734043992,0.010297665443848582,0.0098140926778978,0.009438076637484628,0.009062033029759638
2-2-4,1000,none,kl_plugin,crt_cond,0.0009509923254400534,0.000826170799734229,0.0007530936130143662,0.0006058556669206027,0.0005625495941003478,0.0004927699983608364,0.0004484222527552074,0.00039982350418738623,0.00037292656690130356,0.0003476381507744392,0.0003222340703949728,0.00030851337512556815,0.00029657171631554657,0.0002794192938142345,0.00026988654048023543,0.00025247841696886025,0.00023437742807833008,0.00022796906249949328,0.00021721394032396071,0.00021002834296747797
2-2-4,1000,none,kl_plugin,para_boot,0.0010431468749119803,0.0008084640957856325,0.0006516307542005742,0.0005596383126010895,0.0004923998902204031,0.000446452258097561,0.0004180954319311068,0.0003848671112755401,0.0003644074306977911,0.0003421305526234963,0.000318300156640351,0.0003035464290378105,0.0002742911826223253,0.00025828484165153873,0.00024021304045968153,0.00023197547347209447,0.00022422294055687308,0.00021507083309788217,0.00020389399842145035,0.00019213570060356764
2-2-4,1000,none,kl_split,para_boot,0.03825528316358974,0.029955838112479607,0.026077762800399713,0.02265018430401993,0.019976052414391595,0.018380061395941207,0.016698253438329796,0.015741349647913537,0.014830177155597127,0.014181526649195843,0.013470953975391978,0.012912950837789402,0.012477629666516407,0.011881089909319973,0.011257703623452665,0.010785768515984721,0.010311145173761471,0.00982448662959732,0.009379311582974125,0.008994309870725926
2-2-4,1000,none,slack_plugin,para_boot,0.02002420475181154,0.0175987060426404,0.01574030313929211,0.014536194040099627,0.013666495675074145,0.013018683687625572,0.012616076493093554,0.012085262580718022,0.011751762050589448,0.011395340071113681,0.011010034102670395,0.010783859893938286,0.010247347664336085,0.009956374529564384,0.009600064331316521,0.009446332349110262,0.009293311818796704,0.009086690333101131,0.008853889490079165,0.008599072622298719
2-2-4,1000,t3,cf1_margin,para_boot,0.3838366012703345,0.38185788907685186,0.38156690716881175,0.3813488524317344,0.3809319503095185,0.3474144415702016,0.3472220944018235,0.34671394687194296,0.34660218195697723,0.34632696695553067,0.3461936962162867,0.30437758020482586,0.3042259147936565,0.30408895924748436,0.26956751288894587,0.26929796709783305,0.2275584723568294,0.22736033387781202,0.22718177814354487,0.22500333710739243
2-2-4,1000,t3,gm_battery,crt_cond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,1000,t3,gm_battery,para_boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,1000,t3,gtest,crt_cond,381.4022911857092,380.24113722835114,379.5145831877364,379.0464300031633,378.79969758118114,378.16084531313305,377.84667102683636,377.5692948329075,377.5127696052754,377.2954983139033,377.13182942890995,376.95623390964266,376.80640710315686,376.727352431686,376.4641573195818,376.33775618457145,376.27215958210155,376.0124595973259,375.9268415044771,375.79282010266405
2-2-4,1000,t3,gtest,para_boot,393.0932637792505,390.36915020033086,389.0781680344891,388.019870400787,387.02975225280807,386.47914842213453,385.64971932225734,384.8191700708405,384.4131151654289,383.85634709702896,383.4223657953661,383.03084766605656,382.67850372534184,382.36856821911965,382.0664391406477,381.7368555694525,381.29471454578214,380.7636700069598,380.37329858022673,380.0720516059612
2-2-4,1000,t3,kl_crossfit,para_boot,0.383295766243659,0.3104451175972989,0.16928363104458677,0.16268169392187376,0.16115796628543594,0.1594117935649646,0.15750814267430274,0.15599351155519878,0.15445573176627903,0.1514466499126809,0.1498777997508038,0.14888814492476737,0.1474695304812102,0.14530731058722204,0.1436187353432866,0.1428543679105213,0.12670509479854825,0.11615493230049173,0.11472111065083385,0.09842614094091914
2-2-4,1000,t3,kl_plugin,crt_cond,0.015816328760567776,0.015080523091297189,0.01464752573268304,0.014401649090737816,0.01424066414045775,0.014185871372865581,0.014048181079083467,0.013750376284481875,0.013634976706752434,0.011710854186790146,0.011669597256052799,0.011568510618351962,0.011488378475495572,0.011419076970105359,0.011336415014234368,0.011317871538062092,0.011265923461151862,0.0111988682121393,0.011150779733265915,0.01111449046624007
2-2-4,1000,t3,kl_plugin,para_boot,0.01581216461550445,0.014891167409803587,0.014645807922032208,0.014556475535914996,0.01431233201282811,0.014227650401480711,0.014065607857302745,0.013925888601133106,0.01385208257409578,0.013813455347599847,0.013739536484453111,0.013708354931405386,0.013596868913260727,0.013519314664277771,0.011208473403246901,0.011165329180949393,0.011060439546052717,0.011015890117031395,0.010957834281135713,0.010871600315463333
2-2-4,1000,t3,kl_split,para_boot,0.11598280888996741,0.10373219855716807,0.09727711849883744,0.09296963597606865,0.09100807559809615,0.08944726717438903,0.08777034462607863,0.08638520513937203,0.08493538650362309,0.08141703882475541,0.07953600582886317,0.07746733629094515,0.07524638237509779,0.07436337982813696,0.07277700292558259,0.07154605505416355,0.057955869455135055,0.05659122615476101,0.055128116836488376,0.038742246680557674
2-2-4,1000,t3,slack_plugin,para_boot,0.3967115103235438,0.39242840861984113,0.3915329004849544,0.39102091785602044,0.3899119559406464,0.3612668855577309,0.3607632856782994,0.35984121185453044,0.35955126637196805,0.3590979330203911,0.35876210047394813,0.3169216602428183,0.31651841877726006,0.3162610015780518,0.28586539007672623,0.2855784433135571,0.24386304900361688,0.2436202330969618,0.24349932919361933,0.24139500643478037
2-2-4,2000,none,cf1_margin,para_boot,0.006861590470479334,0.0056858964462777085,0.0054796949733506494,0.005308881671774342,0.00501866106974167,0.004810361502340451,0.004598756008407024,0.004522820275996842,0.004410690229733273,0.004279509018758242,0.004103700703413333,0.004020272806462,0.003905767700669638,0.0038405201997810012,0.0037749811897442678,0.0035976178086773915,0.00349118861284425,0.0034291129764551873,0.0032930853091379013,0.003191773749428344
2-2-4,2000,none,gm_battery,crt_cond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,2000,none,gm_battery,para_boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,2000,none,gtest,crt_cond,1184.1138252298288,1180.1719576324222,1178.8083040258027,1177.5944347834607,1176.7605059242003,1175.8077531519784,1175.170566780912,1174.6693168606166,1174.2226683622055,1173.4751096069645,1173.0672374812411,1172.460819802005,1171.9433416628021,1171.7032969877262,1171.411507838769,1171.095941089346,1170.5883468136456,1170.238144834991,1169.963986172195,1169.7672583745461
2-2-4,2000,none,gtest,para_boot,1207.4906993822751,1201.1065711819656,1197.296367105694,1194.2835976660374,1191.8233298257794,1190.8636629408838,1188.900087036957,1187.4974544256079,1186.5152657756862,1185.4527613140508,1184.4303655700294,1183.5751662075772,1182.908129869207,1181.992157195601,1181.2390737025187,1180.7252966885114,1179.9808790163208,1179.3737176317197,1178.7244792041367,1177.9188072233892
2-2-4,2000,none,kl_crossfit,para_boot,0.01648086985483195,0.01320561376286771,0.01168871855212563,0.010136035152716258,0.009187659746988248,0.008380641252843235,0.007793265105734444,0.007243102253941865,0.006872028064591773,0.006519618630014084,0.0062552706189992514,0.005945757716039888,0.005704900756057858,0.005532610235116921,0.0053040764789033515,0.005139760092097915,0.004863997472246637,0.004685191309646473,0.004497104605724438,0.004293725462232372
2-2-4,2000,none,kl_plugin,crt_cond,0.0005458716646516278,0.0003801472718697968,0.0003246712935954876,0.0003003550359318703,0.00025950786529378505,0.00022961272349681424,0.00021416070819516014,0.00019712415255593166,0.00018415783384449368,0.00017512576277033847,0.00016163416479387702,0.00015145337473852573,0.00014436803680924648,0.00013679710939741823,0.00013296640741559455,0.00012542451395477475,0.00011927677657111288,0.00011318985476268308,0.0001039394603759039,0.00010076303777868126
2-2-4,2000,none,kl_plugin,para_boot,0.0005133768480853999,0.0003397873927238433,0.00031671679700902636,0.00029807543859484146,0.00026625175738564623,0.00024327480675827133,0.0002204651097163792,0.000213501879227647,0.00020241478135407914,0.0001909556659861255,0.00017565246209067442,0.00016858518173023775,0.00015848953138846705,0.00015335397500322796,0.000148020301662774,0.0001344759424869112,0.00012676597285470013,0.00012205206435145953,0.00011228813183273621,0.00010535415520719892
2-2-4,2000,none,kl_split,para_boot,0.016596793717521714,0.0134109395369875,0.01170841951568429,0.010194069101564734,0.009232722126449223,0.00839552591360298,0.007900008761660946,0.007309881325299714,0.0069291687035782775,0.0065960612549997655,0.006314013910822877,0.005988579547307693,0.005745293591350655,0.005598231647862276,0.005369496388882072,0.00520205117220977,0.0049461668798664584,0.004767628749401764,0.004583759816882059,0.00434561644291044
2-2-4,2000,none,slack_plugin,para_boot,0.013723180940958622,0.011371792892555388,0.010959389946701283,0.01061776334354868,0.010037322139483338,0.009620723004680896,0.009197512016814048,0.009045640551993687,0.008821380459466554,0.008559018037516491,0.008207401406826674,0.008040545612924003,0.0078115354013392774,0.007681040399562007,0.007549962379488545,0.007195235617354793,0.006982377225688509,0.006858225952910374,0.006586170618275812,0.006383547498856693
2-2-4,2000,t3,cf1_margin,para_boot,0.33900028710314045,0.3382318181186367,0.30309338824178195,0.30290785034705814,0.30262390638346637,0.30251244681943557,0.3024139570207583,0.3022961504586071,0.30216467695189336,0.30207108202553173,0.3018009475008392,0.25995405706415403,0.25982790892448254,0.2597436831508346,0.22833786323648836,0.22814088487765607,0.22788765284932616,0.22364493432728402,0.2234516661872192,0.22338398923012756
2-2-4,2000,t3,gm_battery,crt_cond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,2000,t3,gm_battery,para_boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-4,2000,t3,gtest,crt_cond,761.5618549981891,759.5018242863257,758.6080921947311,758.1615992306666,757.4723197740307,757.1943343948346,756.788406413862,756.1969794862396,755.9510150868048,755.5979882586236,755.204042109664,754.7744926598448,754.4819282625137,754.1298664100739,753.9590457588149,753.8590938339307,753.6647938552694,753.3070460696279,753.121609379324,752.9353161876886
2-2-4,2000,t3,gtest,para_boot,778.3677086724086,773.742641798869,770.7746515087503,769.2475688168065,767.7416704930416,766.7996219232847,765.5963450752902,764.5633924413045,763.8651802005061,763.185619206716,762.6749990444619,762.3241541759301,761.774615722114,761.1301148313748,760.5916285477709,760.1569485039726,759.8672712162565,759.1392275164832,758.6104598852669,758.2002998867549
2-2-4,2000,t3,kl_crossfit,para_boot,1.4090524483130815,0.8828998922873441,0.8785223946980776,0.8765208935231292,0.8700045156057574,0.849099163735259,0.7514386191643069,0.7445101090258599,0.7433028969080083,0.7425327445629679,0.6696893115275127,0.6677967162324994,0.1529080095293779,0.15173861828774127,0.15078578483109192,0.14997517530947127,0.1494682111703821,0.14838132105137675,0.13209847980203715,0.11495448213381732
2-2-4,2000,t3,kl_plugin,crt_cond,0.017481443034785205,0.017166334760996764,0.016993500000486165,0.016927256287978136,0.009379928892791614,0.009296033308215138,0.009236109060922577,0.009209130172344484,0.009193428920991877,0.00911800388992045,0.009031863764166021,0.009009805157844678,0.008999993801487756,0.008899340376255095,0.008889416797463773,0.00884741034572285,0.008823049320902838,0.008791894418357524,0.008774921652182946,0.004038686096223254
2-2-4,2000,t3,kl_plugin,para_boot,0.01710775442503908,0.016729847849690747,0.016438644579567837,0.009403118978514338,0.009337470386344327,0.009307903995682926,0.009235742965722472,0.009197811358412689,0.009106192373845301,0.009056304702766367,0.00902615922579459,0.008992137798693596,0.008918956242336459,0.008912569244563318,0.008857882961650842,0.008838962031844632,0.008737051497000497,0.008722857178186659,0.008694053077497836,0.00861820771302987
2-2-4,2000,t3,kl_split,para_boot,1.4994644616934498,1.1436711852740935,1.1061637655535927,1.1021608067790523,0.7659391856218944,0.7583952885445114,0.10182842555783046,0.0984631867843677,0.09795052228457869,0.09702844995034786,0.0962552218652894,0.09571963200417828,0.07866642065251866,0.07693782969121424,0.07631717899881098,0.07555883170397565,0.07473827426807479,0.06266881794301596,0.046993345056083234,0.04023437674796433
2-2-4,2000,t3,slack_plugin,para_boot,0.3517958051550886,0.3499080913751019,0.32060278634590805,0.31405848835464173,0.31349116472373495,0.3133372510744012,0.3130426868761724,0.3127936794398644,0.3125236593203144,0.31236427505095227,0.3119352283350117,0.26990811412830806,0.2696558178489651,0.2694873663016693,0.24162375604331737,0.24152534666555572,0.2412969384425073,0.2389565353212347,0.2385699990411051,0.23843464512692172
2-2-5,500,none,cf1_margin,para_boot,0.013467670784949868,0.013467670784949868,0.011483862587953246,0.011483862587953246,0.010047581545842992,0.010047581545842992,0.009339551023711003,0.009339551023711003,0.008659614859867507,0.008659614859867507,0.008214933340511581,0.008214933340511581,0.007681621392841523,0.007681621392841523,0.007292015478872597,0.007292015478872597,0.0071287463872251565,0.0071287463872251565,0.006862753549598226,0.006862753549598226
2-2-5,500,none,gm_battery,crt_cond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-5,500,none,gm_battery,para_boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-5,500,none,gtest,crt_cond,296.0861665886281,295.3110752532814,294.63276930523193,294.1686177840224,293.9414687053534,293.6748246273799,293.4177470971938,293.1976878647753,292.9954222369374,292.93134407716275,292.674208297913,292.58892904474436,292.43764194896175,292.32018176318627,292.29688210268455,292.19543006743135,292.10195101788315,292.0364686145729,291.8296863895756,291.7318752081888
2-2-5,500,none,gtest,para_boot,309.9084580580883,306.9766289023551,305.62966971403307,304.6172307267473,303.307623713454,302.3163138585158,301.83252597176903,301.26288714913505,300.6361653143573,300.1755127726383,299.68756882194305,299.25855437743206,298.8464178440908,298.3447402080955,298.2438875945495,297.83915857491945,297.6065031140155,297.22688443569746,296.9632631691768,296.59652281240744
2-2-5,500,none,kl_crossfit,para_boot,0.08318888928484708,0.06268464811448873,0.05331914295212803,0.04650217930481843,0.04306886064933956,0.0391356717094167,0.03694251783041232,0.034146678388159324,0.03117758865643296,0.029213403695103637,0.027715575190200428,0.02646744442871408,0.025033846280616407,0.02360220750842917,0.022804720156798845,0.02176035517602128,0.0210916008397216,0.020230078105236513,0.01949421443555001,0.018559342142428322
2-2-5,500,none,kl_plugin,crt_cond,0.0020135118076441846,0.001673212206872582,0.0014728769651907022,0.0013055048190697097,0.001118120654884254,0.0010504027888163304,0.0009767356375512358,0.00094847569813698,0.000870134217477334,0.0008089011258951618,0.0007552509298945944,0.0007005561329029424,0.0006683421645792088,0.000653420895778706,0.0006243279259271197,0.0005977512952500832,0.0005647319305138854,0.0005498925749693183,0.0005327036039303184,0.0004977016035154338
2-2-5,500,none,kl_plugin,para_boot,0.0022136757833132095,0.0016192088647113056,0.0013969281148868997,0.001323137095667678,0.0011896193522061842,0.0010744528190335246,0.0010040872008135859,0.0009001622656892263,0.0008404394657580013,0.0007826952996327013,0.0007597297613222777,0.0007145127418517683,0.0006653835803530966,0.000620254125550522,0.0005775034188148218,0.0005597747652821867,0.0005310453168464367,0.0005095953421087205,0.00048812595645937075,0.0004712284529546288
2-2-5,500,none,kl_split,para_boot,0.08397630196833714,0.06273125233807608,0.05273832349982557,0.04679927945079548,0.0434685236334275,0.03920967276059838,0.03682177227886941,0.03405894063863984,0.03116287238026854,0.029313405371013027,0.02781404476009899,0.026431030560120573,0.025164735604055067,0.023804465123183422,0.022832890510970844,0.02183121981410606,0.021132565645670225,0.020376165682012615,0.019556892370773033,0.018573629937121264
2-2-5,500,none,slack_plugin,para_boot,0.026935341569899702,0.026935341569899702,0.022967725175906485,0.022967725175906485,0.020095163091685984,0.020095163091685984,0.018679102047422017,0.018679102047422017,0.017319229719735013,0.017319229719735013,0.016429866681023173,0.016429866681023173,0.015363242785683049,0.015363242785683049,0.014584030957745202,0.014584030957745202,0.014257492774450316,0.014257492774450316,0.013725507099196463,0.013725507099196463
2-2-5,500,t3,cf1_margin,para_boot,0.3852424530477141,0.3852424530477141,0.3839438482003519,0.3839438482003519,0.37986565625679425,0.37986565625679425,0.3792987724199735,0.3792987724199735,0.3714842806755863,0.3714842806755863,0.37129534787371044,0.37129534787371044,0.3400107934488246,0.3400107934488246,0.3386563338998218,0.3386563338998218,0.30655883945640006,0.30655883945640006,0.30534847880528093,0.30534847880528093
2-2-5,500,t3,gm_battery,crt_cond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-5,500,t3,gm_battery,para_boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-5,500,t3,gtest,crt_cond,219.27495631954886,218.5676060672091,218.2181396505511,217.95395753774102,217.70339634358746,217.27929688073058,216.90459127736443,216.71208076665172,216.495627861878,216.41184022298683,216.29073947196855,216.15061360451753,216.05333402920562,215.8907803082076,215.76897004659145,215.62679654543425,215.60068463132382,215.53265572874275,215.44950766013037,215.36777085955552
2-2-5,500,t3,gtest,para_boot,229.28229561478747,226.6981127845535,225.47904149471555,224.49806040148962,223.67207948620876,223.34684540431272,222.74577667308677,222.12545617420344,221.76828551198275,221.3840150445834,221.21001281062317,220.6867227829462,220.3704094428366,220.1682125632619,219.86988147207413,219.34944446160418,219.17563694416614,218.88943469200066,218.5915805696239,218.36111230796197
2-2-5,500,t3,kl_crossfit,para_boot,4.787263139729244,2.9906185975421233,2.5269671937738702,1.855069212881396,1.828335000932408,1.824878825565149,1.812148710832014,1.6645758336042686,1.588957508575451,1.5340118002002265,1.3822409245246416,1.0662843410298317,1.0388130371120643,1.0013930214169078,0.980965323834963,0.9784279184069208,0.9125692633440027,0.9007978807514192,0.8572988480429308,0.3142667990027681
