kind,noise,n,d,b,method,power,n_reps,null_size,advantage,power_hsic
conf_nonlin,t3,2000,2,0.4,k1,0.92,200,0.005,0.915,0.09
conf_nonlin,t3,2000,2,0.4,k2,0.38,200,0.075,0.305,0.09
conf_nonlin,t3,2000,2,0.6,hsic,0.09,200,0.0,0.09,0.09
conf_nonlin,t3,2000,2,0.6,k1,0.92,200,0.005,0.915,0.09
conf_nonlin,t3,2000,2,0.6,k2,0.38,200,0.075,0.305,0.09
conf_nonlin,t3,2000,2,0.8,hsic,0.06,200,0.0,0.06,0.06
conf_nonlin,t3,2000,2,0.8,k1,0.92,200,0.005,0.915,0.06
conf_nonlin,t3,2000,2,0.8,k2,0.38,200,0.075,0.305,0.06
conf_nonlin,t3,2000,3,0.2,hsic,0.095,200,0.0,0.095,0.095
conf_nonlin,t3,2000,3,0.2,k1,0.92,200,0.005,0.915,0.095
conf_nonlin,t3,2000,3,0.2,k2,0.38,200,0.075,0.305,0.095
conf_nonlin,t3,2000,3,0.4,hsic,0.09,200,0.0,0.09,0.09
conf_nonlin,t3,2000,3,0.4,k1,0.92,200,0.005,0.915,0.09
conf_nonlin,t3,2000,3,0.4,k2,0.38,200,0.075,0.305,0.09
conf_nonlin,t3,2000,3,0.6,hsic,0.09,200,0.0,0.09,0.09
conf_nonlin,t3,2000,3,0.6,k1,0.92,200,0.005,0.915,0.09
conf_nonlin,t3,2000,3,0.6,k2,0.38,200,0.075,0.305,0.09
conf_nonlin,t3,2000,3,0.8,hsic,0.06,200,0.0,0.06,0.06
conf_nonlin,t3,2000,3,0.8,k1,0.92,200,0.005,0.915,0.06
conf_nonlin,t3,2000,3,0.8,k2,0.38,200,0.075,0.305,0.06
conf_nonlin,t3,2000,5,0.2,hsic,0.095,200,0.0,0.095,0.095
conf_nonlin,t3,2000,5,0.2,k1,0.92,200,0.005,0.915,0.095
conf_nonlin,t3,2000,5,0.2,k2,0.38,200,0.075,0.305,0.095
conf_nonlin,t3,2000,5,0.4,hsic,0.09,200,0.0,0.09,0.09
conf_nonlin,t3,2000,5,0.4,k1,0.92,200,0.005,0.915,0.09
conf_nonlin,t3,2000,5,0.4,k2,0.38,200,0.075,0.305,0.09
conf_nonlin,t3,2000,5,0.6,hsic,0.09,200,0.0,0.09,0.09
conf_nonlin,t3,2000,5,0.6,k1,0.92,200,0.005,0.915,0.09
conf_nonlin,t3,2000,5,0.6,k2,0.38,200,0.075,0.305,0.09
conf_nonlin,t3,2000,5,0.8,hsic,0.06,200,0.0,0.06,0.06
conf_nonlin,t3,2000,5,0.8,k1,0.92,200,0.005,0.915,0.06
conf_nonlin,t3,2000,5,0.8,k2,0.38,200,0.075,0.305,0.06
conf_nonlin,t3,8000,2,0.2,hsic,0.065,200,0.0,0.065,0.065
conf_nonlin,t3,8000,2,0.2,k1,0.995,200,0.01,0.985,0.065
conf_nonlin,t3,8000,2,0.2,k2,0.47,200,0.13,0.33999999999999997,0.065
conf_nonlin,t3,8000,2,0.4,hsic,0.055,200,0.0,0.055,0.055
conf_nonlin,t3,8000,2,0.4,k1,0.995,200,0.01,0.985,0.055
conf_nonlin,t3,8000,2,0.4,k2,0.47,200,0.13,0.33999999999999997,0.055
conf_nonlin,t3,8000,2,0.6,hsic,0.045,200,0.0,0.045,0.045
conf_nonlin,t3,8000,2,0.6,k1,0.995,200,0.01,0.985,0.045
conf_nonlin,t3,8000,2,0.6,k2,0.47,200,0.13,0.33999999999999997,0.045
conf_nonlin,t3,8000,2,0.8,hsic,0.035,200,0.0,0.035,0.035
conf_nonlin,t3,8000,2,0.8,k1,0.995,200,0.01,0.985,0.035
conf_nonlin,t3,8000,2,0.8,k2,0.47,200,0.13,0.33999999999999997,0.035
conf_nonlin,t3,8000,3,0.2,hsic,0.065,200,0.0,0.065,0.065
conf_nonlin,t3,8000,3,0.2,k1,0.995,200,0.01,0.985,0.065
conf_nonlin,t3,8000,3,0.2,k2,0.47,200,0.13,0.33999999999999997,0.065
conf_nonlin,t3,8000,3,0.4,hsic,0.055,200,0.0,0.055,0.055
conf_nonlin,t3,8000,3,0.4,k1,0.995,200,0.01,0.985,0.055
conf_nonlin,t3,8000,3,0.4,k2,0.47,200,0.13,0.33999999999999997,0.055
conf_nonlin,t3,8000,3,0.6,hsic,0.045,200,0.0,0.045,0.045
conf_nonlin,t3,8000,3,0.6,k1,0.995,200,0.01,0.985,0.045
conf_nonlin,t3,8000,3,0.6,k2,0.47,200,0.13,0.33999999999999997,0.045
conf_nonlin,t3,8000,3,0.8,hsic,0.035,200,0.0,0.035,0.035
conf_nonlin,t3,8000,3,0.8,k1,0.995,200,0.01,0.985,0.035
conf_nonlin,t3,8000,3,0.8,k2,0.47,200,0.13,0.33999999999999997,0.035
conf_nonlin,t3,8000,5,0.2,hsic,0.065,200,0.0,0.065,0.065
conf_nonlin,t3,8000,5,0.2,k1,0.995,200,0.01,0.985,0.065
conf_nonlin,t3,8000,5,0.2,k2,0.47,200,0.13,0.33999999999999997,0.065
conf_nonlin,t3,8000,5,0.4,hsic,0.055,200,0.0,0.055,0.055
conf_nonlin,t3,8000,5,0.4,k1,0.995,200,0.01,0.985,0.055
conf_nonlin,t3,8000,5,0.4,k2,0.47,200,0.13,0.33999999999999997,0.055
conf_nonlin,t3,8000,5,0.6,hsic,0.045,200,0.0,0.045,0.045
conf_nonlin,t3,8000,5,0.6,k1,0.995,200,0.01,0.985,0.045
conf_nonlin,t3,8000,5,0.6,k2,0.47,200,0.13,0.33999999999999997,0.045
conf_nonlin,t3,8000,5,0.8,hsic,0.035,200,0.0,0.035,0.035
conf_nonlin,t3,8000,5,0.8,k1,0.995,200,0.01,0.985,0.035
conf_nonlin,t3,8000,5,0.8,k2,0.47,200,0.13,0.33999999999999997,0.035
conf_nonlin,t3,20000,2,0.2,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,2,0.2,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,2,0.2,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,2,0.4,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,2,0.4,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,2,0.4,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,2,0.6,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,2,0.6,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,2,0.6,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,2,0.8,hsic,0.045,200,0.0,0.045,0.045
conf_nonlin,t3,20000,2,0.8,k1,1.0,200,0.025,0.975,0.045
conf_nonlin,t3,20000,2,0.8,k2,0.995,200,0.13,0.865,0.045
conf_nonlin,t3,20000,3,0.2,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,3,0.2,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,3,0.2,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,3,0.4,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,3,0.4,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,3,0.4,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,3,0.6,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,3,0.6,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,3,0.6,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,3,0.8,hsic,0.045,200,0.0,0.045,0.045
conf_nonlin,t3,20000,3,0.8,k1,1.0,200,0.025,0.975,0.045
conf_nonlin,t3,20000,3,0.8,k2,0.995,200,0.13,0.865,0.045
conf_nonlin,t3,20000,5,0.2,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,5,0.2,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,5,0.2,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,5,0.4,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,5,0.4,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,5,0.4,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,5,0.6,hsic,0.05,200,0.0,0.05,0.05
conf_nonlin,t3,20000,5,0.6,k1,1.0,200,0.025,0.975,0.05
conf_nonlin,t3,20000,5,0.6,k2,0.995,200,0.13,0.865,0.05
conf_nonlin,t3,20000,5,0.8,hsic,0.045,200,0.0,0.045,0.045
conf_nonlin,t3,20000,5,0.8,k1,1.0,200,0.025,0.975,0.045
conf_nonlin,t3,20000,5,0.8,k2,0.995,200,0.13,0.865,0.045
