analysis,method,trim,B,stat_obs,cell,n_env,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20,K_strata,reject_05_own,cv_env_05,reject_05_env
R1_card,kl_plugin,-1.0,199,0.0,2-2-4,2000.0,3.305083190395778e-16,2.225155415306011e-16,2.0887093838669542e-16,2.073208345342441e-16,1.991441502177378e-16,1.7869547726374479e-16,1.7034765373105938e-16,1.614530272495084e-16,1.5257376599680242e-16,1.375462242147796e-16,1.274763429051839e-16,1.148584473235716e-16,1.1208737564389614e-16,1.077256104398908e-16,8.708414676225518e-17,7.85814791806523e-17,6.781785261947257e-17,6.55940041933491e-17,6.289386512528119e-17,6.055786329302011e-17,,0.0,,False
R1_card,kl_split,-1.0,199,0.0181674799194107,2-2-4,2000.0,0.0346185436902057,0.0343106582924998,0.0335440289402176,0.0330404044220695,0.0327645581728044,0.0327124233391429,0.0324819544593071,0.0324212182592232,0.032315069393844,0.0320879306214524,0.0318308041132844,0.0317718034682273,0.031684420148345,0.0315709873346991,0.0313862646162602,0.0313369025533001,0.0312653257970577,0.0312280613618081,0.0311969764562606,0.0311736909721951,,0.0,,False
R1_card,kl_crossfit,-1.0,199,0.0180170599845669,2-2-4,2000.0,0.0339038979859047,0.0335975551268893,0.0332296364752863,0.032818020087509,0.0326818507205349,0.0323226696582754,0.032157846125968,0.0319356375985972,0.0317570204707429,0.0315915802402916,0.0315050781407264,0.0314567609659342,0.0312109595810717,0.0311640229451922,0.0310279773805057,0.030897179618737,0.0305908900389536,0.030542656516602,0.0304727280109057,0.0303613307199574,,0.0,,False
R1_card,cf1_margin,-1.0,199,0.0,2-2-4,2000.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,,0.0,,False
R1_card,slack_plugin,-1.0,199,0.0,2-2-4,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False
R1_card,gm_battery,-1.0,199,0.0,2-2-4,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False
R1_card,gtest,-1.0,199,121.8570430621942,2-2-4,2000.0,174.2248709202494,167.96589360273927,166.18915793078165,164.45869387539173,158.93469954213833,153.94865255070988,151.96691805068292,151.61040788067916,150.0536740541199,148.53669916633913,148.3484107540377,147.3289839562478,146.082841451732,144.4125763526621,143.85657803549842,143.4926972663219,141.35241394142855,140.0285389151853,138.49154069940093,138.32386597627303,,0.0,,False
R1_card,k1,0.05,199,0.0052837031055072,,,0.0082228988425715,0.0072779474950482,0.0071158348791914,0.0065956855497081,0.0063896542024506,0.0063576038050152,0.006227762341335,0.0060042170078599,0.0059419429951881,0.0056484813635739,0.0055975011542234,0.0054968578660022,0.0053644897202701,0.0051277362215219,0.0050624893572687,0.0050392168167866,0.0049984163511684,0.0049700883974157,0.0048072074218584,0.0045131157149947,4.0,0.0,,False
R1_card,k2,0.05,199,0.1285754433483588,,,0.1600117911272499,0.1477455948734381,0.1413355211062608,0.1370744368634177,0.1300470805633033,0.1254769152116072,0.1141023779096844,0.1131115666913652,0.1112806269716832,0.1079424023498171,0.1054993793553766,0.1037178281246186,0.0960989410509116,0.0934896767972141,0.0922172596391223,0.0891651154041184,0.0887552329545966,0.0859361969960465,0.0842172715159413,0.0834847645162092,4.0,0.0,,False
R1_card,hsic,0.0,0,0.0007407287319146,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False
R4_card_placebo,kl_plugin,-1.0,199,0.0,2-2-4,2000.0,2.8801375939586733e-16,2.1750125927135426e-16,1.8578653418970655e-16,1.7616878730240739e-16,1.6136255745093508e-16,1.5424965827442648e-16,1.5361952657883135e-16,1.3194930353617416e-16,1.192701550018996e-16,1.1424328671818427e-16,1.0834854076246535e-16,1.0736526153780868e-16,1.0593708776291356e-16,9.891845009528012e-17,9.144211279760071e-17,9.079042288682304e-17,8.858433497902218e-17,7.923140478445171e-17,7.029291746976106e-17,6.255112345643192e-17,,0.0,,False
R4_card_placebo,kl_split,-1.0,199,0.0314105477706556,2-2-4,2000.0,0.0349519879660878,0.0342328474332192,0.033427878913447,0.0332830999600475,0.0327118519851898,0.0325809051692922,0.0325284388240321,0.0324452785928068,0.0321936958866664,0.0320331495546518,0.0319161286159918,0.0318724826562185,0.0318069323220325,0.0316985573626638,0.0316825576881921,0.0314612910706752,0.0314191682910776,0.0312581144486484,0.0311510898759217,0.0310666500865684,,0.0,,False
R4_card_placebo,kl_crossfit,-1.0,199,0.030116461291681,2-2-4,2000.0,0.0336794493516072,0.0332342871955776,0.0330837493111062,0.0325524462122211,0.0324710649077487,0.032404206500819,0.0319567225382177,0.0318825469618132,0.0317923301401522,0.0316513463653495,0.0315868610646807,0.0314977671180197,0.0314102868215716,0.0313103277593986,0.0312164307275567,0.0311636809888867,0.0310855309783887,0.0310327878368183,0.0309734270091317,0.0308590406504992,,0.0,,False
R4_card_placebo,cf1_margin,-1.0,199,0.0,2-2-4,2000.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,,0.0,,False
R4_card_placebo,slack_plugin,-1.0,199,0.0,2-2-4,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False
R4_card_placebo,gm_battery,-1.0,199,0.0,2-2-4,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False
R4_card_placebo,gtest,-1.0,199,121.8570430621942,2-2-4,2000.0,199.3021241281473,172.6739940424308,169.8204947856318,168.22713683289453,163.27754977007513,160.57129444104248,158.09537566003752,155.48907728892007,154.7504792416656,154.16070664749827,153.28603892909476,152.6036760973141,151.51731127053267,150.71823684157172,148.3300913818305,147.92511127943192,146.62240555153815,145.78305277046408,145.24630505466345,143.88897017622253,,0.0,,False
R4_card_placebo,k1,0.05,199,0.0038498579927375,,,0.0094731038119182,0.00909990163363,0.008581382229871,0.0079003113722569,0.0067775202780242,0.0061064258291622,0.0059593571674629,0.0057044580376696,0.0054827804486261,0.0052733018012591,0.0050957293906847,0.0050620288620185,0.0050307866893587,0.0049512647983082,0.0049119243715168,0.004870843510194,0.0047615936657859,0.00472478414533,0.0046535951018333,0.0045253199553135,4.0,0.0,,False
R4_card_placebo,k2,0.05,199,0.0691301483280476,,,0.1910430436891464,0.1486729369468313,0.1409593652698957,0.1247549163288952,0.1182946259217281,0.1099815241649395,0.1090137923325268,0.107199896295881,0.1055503839076309,0.1004688227404701,0.0988021921621314,0.0965654703760493,0.0924758517554901,0.0906023737194948,0.0889173636240295,0.0863008103494876,0.0860725340166112,0.0854680538092889,0.0836888416920346,0.0823606057662734,4.0,0.0,,False
