analysis,method,trim,B,stat_obs,cell,n_env,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20,K_strata,reject_05_own,cv_env_05,reject_05_env
R4_card_placebo,hsic,0.0,0,0.0012540718683657,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False
R2_mroz,kl_plugin,-1.0,199,3.45635466809037e-17,2-2-4,2000.0,0.6311202395132975,0.6140323602704748,0.5963455699990687,0.5787008942955458,0.551067174355918,0.5422859919560745,0.5335915207190581,0.3167789607825247,0.3081100137716575,0.2795082609239252,0.2787468735697154,0.215969074387403,0.1615137455938962,0.1310482812376307,0.1212617193068426,0.1081493704036893,0.0828532235501412,0.0788122878270707,0.0761794444095635,0.0742251196560912,,0.0,,False
R2_mroz,kl_split,-1.0,199,91.31162982475846,2-2-4,2000.0,95.81726409637164,93.4471814069663,93.11586241963832,92.75314699488024,92.4199776792238,91.87320519844104,90.20188183504531,90.08737169815872,88.96091411257449,88.21003709599029,86.88949710516604,70.4052761719135,69.62441570694097,69.08247330151156,68.88061412473837,61.89870471554371,48.68812824617,47.29330404471111,46.43301597114772,45.82869908456847,,0.0,,False
R2_mroz,kl_crossfit,-1.0,199,92.80500262331992,2-2-4,2000.0,92.71494405030248,83.53028225415459,67.5922746939874,66.16511901166251,56.35439939232926,52.77650952206309,49.65127019199915,48.61544750136579,48.0364064250942,47.76929138628834,47.64520070256134,47.55357541359667,47.135815500300055,46.82653503770425,46.33348578090582,46.22628726017995,45.63724279434684,45.09846353711059,44.6486424721652,42.4705593301666,,1.0,,False
R2_mroz,cf1_margin,-1.0,199,0.0,2-2-4,2000.0,1.0,1.0,0.6690140845070423,0.6510538641686183,0.6487119437939111,0.6344339622641509,0.6112412177985949,0.594847775175644,0.5925058548009368,0.4501182033096926,0.4061032863849765,0.3858823529411764,0.3811764705882352,0.371764705882353,0.348235294117647,0.3419811320754717,0.2891075670173058,0.2784313725490196,0.2666666666666667,0.2614533965244867,,0.0,,False
R2_mroz,slack_plugin,-1.0,199,0.0,2-2-4,2000.0,1.3255269320843093,1.3004694835680752,1.2740046838407495,1.2470588235294118,1.2037470725995316,1.189695550351288,1.1756440281030445,1.0000000000000002,1.0,0.9002364066193853,0.8122065727699532,0.7717647058823529,0.7623529411764706,0.743529411764706,0.696470588235294,0.6839622641509433,0.5782151340346117,0.5568627450980392,0.5333333333333334,0.5229067930489733,,0.0,,False
R2_mroz,gm_battery,-1.0,199,0.0,2-2-4,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False
R2_mroz,gtest,-1.0,199,28.092870424950465,2-2-4,2000.0,58.10081607221466,53.05249936900921,52.22832612905797,50.19718378324745,48.84366979918545,48.40589008285174,46.04725171827889,45.73025876144918,44.90000941654688,43.4456526786162,43.3033274955174,43.07372022357144,42.69993758443527,41.33686393507644,40.90133841462547,40.609976843564354,40.42170163897004,40.23943299549082,40.04494159059463,39.92059162675643,,0.0,,False
R2_mroz,k1,0.05,199,0.0017903592220865,,,0.0279512855720736,0.0215829563409408,0.0174119369558398,0.0158508754359253,0.0151110441463845,0.014353833561792,0.0136052905261223,0.0133903601699193,0.0131563070634033,0.0129281970270653,0.0121658909085548,0.0120492578378552,0.0118857938472256,0.0115321327978947,0.011303764195139,0.0112016267577823,0.0109538265011693,0.0107293325690399,0.0106256192900655,0.0104535505169692,3.0,0.0,,False
R2_mroz,k2,0.05,199,0.0638739742777765,,,0.4675735290085686,0.4309547332652346,0.3624441003681381,0.3457061136765889,0.3339869128117865,0.3180381050215845,0.3103655414139063,0.3049080839909616,0.2746183630925838,0.2600635847999457,0.2556674864218179,0.2499588253661403,0.2427099852756437,0.2339490044219448,0.2315120368864606,0.2207273015469651,0.21454758904909,0.2096857010142815,0.2019553044274637,0.2012368513007911,3.0,0.0,,False
R2_mroz,hsic,0.0,0,0.0009694390944738,,,,,,,,,,,,,,,,,,,,,,,3.0,,,False
R3_jtrain_rct,kl_plugin,-1.0,199,5.314657810888773e-17,2-2-2,2000.0,0.0738133059096852,0.0676441511372105,0.0507630218756073,0.0338245592057261,0.0330111236868313,0.0297739410413865,0.0245301039784835,0.0193076420095248,0.0165497049679637,0.0145436237370899,0.0131086055155813,0.0110838377019021,0.0083453358998754,0.007894885996978,0.0066223495962688,0.0056989050062525,0.0042236358078379,0.0037651902286626,0.0030975945817648,0.0027252175572709,,0.0,,False
R3_jtrain_rct,kl_split,-1.0,199,27.565884608466124,2-2-2,2000.0,53.28860328219103,38.67365479291469,31.81590272849753,31.57680559114821,31.380720075133357,29.55725257051949,28.92692692414503,27.50248778647076,26.699170398160263,25.61148784274056,25.222389924766937,23.906510911342576,23.578956041216895,22.85720716367289,22.029192047207754,21.85845685268332,20.56035388956432,20.380935035855423,20.25725692087309,19.98149633284504,,0.0,,False
R3_jtrain_rct,kl_crossfit,-1.0,199,14.1139967257509,2-2-2,2000.0,29.429016429152668,28.776756409072306,27.079419956301876,25.14641885057104,23.32569875367147,22.262821690333286,19.854268686346146,18.373301814463854,16.043915700797328,15.505671343209194,15.06498883405536,14.446936227999611,13.96619640354442,13.71620489292556,13.25375069172468,13.089905849850396,12.959279060931625,12.841137573063722,12.253314321015573,12.09419653292816,,0.0,,False
R3_jtrain_rct,cf1_margin,-1.0,199,1.1102230246251563e-16,2-2-2,2000.0,0.2538461538461538,0.25,0.2241715399610137,0.1771561771561771,0.173076923076923,0.1617647058823529,0.1440162271805274,0.1384615384615384,0.1204301075268816,0.1142857142857142,0.1130604288499026,0.0961538461538461,0.0892857142857143,0.0860215053763441,0.0784313725490195,0.0666666666666666,0.0595238095238095,0.0559139784946236,0.053763440860215,0.0514285714285713,,0.0,,False
R3_jtrain_rct,slack_plugin,-1.0,199,0.0,2-2-2,2000.0,0.5076923076923077,0.5,0.4483430799220272,0.3543123543123542,0.3461538461538461,0.3235294117647057,0.2880324543610547,0.2769230769230768,0.2408602150537634,0.2285714285714286,0.226120857699805,0.1923076923076921,0.1785714285714286,0.172043010752688,0.1568627450980391,0.1333333333333333,0.119047619047619,0.1118279569892472,0.10752688172043,0.1028571428571427,,0.0,,False
R3_jtrain_rct,gm_battery,-1.0,199,1.1102230246251563e-16,2-2-2,2000.0,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False
R3_jtrain_rct,gtest,-1.0,199,0.5138786087260039,2-2-2,2000.0,11.306105303517622,7.680863076270161,7.458381866366695,6.687609427287232,5.560617809918913,5.477327589710989,4.826297736177718,4.605225403042064,4.416202264952831,4.187293534651257,4.036751846375602,3.675465174523087,3.3117010080322378,3.221983608406303,3.0984641938900497,3.0984641938900497,3.0379618941990074,2.9412230901603347,2.832043894257792,2.620702223079207,,0.0,,False
