arm,cell,Q,n,rep,method,seconds,peak_bytes
discrete,2-2-8,256,500,10,slack_lp,0.0086328149991459,516318
discrete,2-2-8,256,500,11,stats_all,0.0249235949959256,522706
discrete,2-2-8,256,500,11,cf1_lp,0.0064531850002822,233368
discrete,2-2-8,256,500,11,slack_lp,0.0077599120049853,516318
discrete,2-2-8,256,500,12,stats_all,0.0257751220051432,522636
discrete,2-2-8,256,500,12,cf1_lp,0.0069943950002198,233368
discrete,2-2-8,256,500,12,slack_lp,0.0087266160044237,516318
discrete,2-2-8,256,500,13,stats_all,0.0246814349957276,522614
discrete,2-2-8,256,500,13,cf1_lp,0.0062754979953751,233368
discrete,2-2-8,256,500,13,slack_lp,0.0090310329978819,516318
discrete,2-2-8,256,500,14,stats_all,0.0257406140008242,522636
discrete,2-2-8,256,500,14,cf1_lp,0.0070571550022577,233368
discrete,2-2-8,256,500,14,slack_lp,0.0088965320028364,516318
discrete,2-2-8,256,500,15,stats_all,0.0258501169955707,522616
discrete,2-2-8,256,500,15,cf1_lp,0.006832592000137,233368
discrete,2-2-8,256,500,15,slack_lp,0.0082473389993538,516318
discrete,2-2-8,256,500,16,stats_all,0.0258181050012353,522548
discrete,2-2-8,256,500,16,cf1_lp,0.006915892001416,233368
discrete,2-2-8,256,500,16,slack_lp,0.0084982129992567,516318
discrete,2-2-8,256,500,17,stats_all,0.0251997810046304,522502
discrete,2-2-8,256,500,17,cf1_lp,0.0068321439975989,233368
discrete,2-2-8,256,500,17,slack_lp,0.0084525880010914,516318
discrete,2-2-8,256,500,18,stats_all,0.025844022995443,522548
discrete,2-2-8,256,500,18,cf1_lp,0.0070023149964981,233368
discrete,2-2-8,256,500,18,slack_lp,0.0085455370062845,516318
discrete,2-2-8,256,500,19,stats_all,0.0254359199971077,522434
discrete,2-2-8,256,500,19,cf1_lp,0.0074352340016048,233368
discrete,2-2-8,256,500,19,slack_lp,0.0083434680054779,516318
discrete,2-2-8,256,2000,0,stats_all,0.0230934990031528,522448
discrete,2-2-8,256,2000,0,cf1_lp,0.0073647820026963,233368
discrete,2-2-8,256,2000,0,slack_lp,0.0080329949996666,516318
discrete,2-2-8,256,2000,1,stats_all,0.0238983880044543,522478
discrete,2-2-8,256,2000,1,cf1_lp,0.0064853089934331,233368
discrete,2-2-8,256,2000,1,slack_lp,0.009303095001087,516318
discrete,2-2-8,256,2000,2,stats_all,0.0251553740017698,522548
discrete,2-2-8,256,2000,2,cf1_lp,0.0068658510062959,233368
discrete,2-2-8,256,2000,2,slack_lp,0.0088205639985972,516318
discrete,2-2-8,256,2000,3,stats_all,0.0264470629990682,522480
discrete,2-2-8,256,2000,3,cf1_lp,0.0065925509989028,233368
discrete,2-2-8,256,2000,3,slack_lp,0.0090465020039118,516318
discrete,2-2-8,256,2000,4,stats_all,0.0229161079987534,522538
discrete,2-2-8,256,2000,4,cf1_lp,0.0069125789959798,233368
discrete,2-2-8,256,2000,4,slack_lp,0.0095723609993001,516318
discrete,2-2-8,256,2000,5,stats_all,0.024924709003244,522434
discrete,2-2-8,256,2000,5,cf1_lp,0.00830466899788,233368
discrete,2-2-8,256,2000,5,slack_lp,0.0088868089951574,516318
discrete,2-2-8,256,2000,6,stats_all,0.0272837619995698,522524
discrete,2-2-8,256,2000,6,cf1_lp,0.0075586789971566,233368
discrete,2-2-8,256,2000,6,slack_lp,0.0090488190035102,516318
discrete,2-2-8,256,2000,7,stats_all,0.0283629030018346,522434
discrete,2-2-8,256,2000,7,cf1_lp,0.0068085849998169,233368
discrete,2-2-8,256,2000,7,slack_lp,0.0084687999988091,516318
discrete,2-2-8,256,2000,8,stats_all,0.0261290419948636,522594
discrete,2-2-8,256,2000,8,cf1_lp,0.0070784259951324,233368
discrete,2-2-8,256,2000,8,slack_lp,0.0088500540005043,516318
discrete,2-2-8,256,2000,9,stats_all,0.0266300869989208,522434
discrete,2-2-8,256,2000,9,cf1_lp,0.0070062719969428,233368
discrete,2-2-8,256,2000,9,slack_lp,0.0092643690004479,516318
discrete,2-2-8,256,2000,10,stats_all,0.0234951989987166,522562
discrete,2-2-8,256,2000,10,cf1_lp,0.0068789160068263,233368
discrete,2-2-8,256,2000,10,slack_lp,0.0084311549944686,516318
discrete,2-2-8,256,2000,11,stats_all,0.0236926350044086,522608
discrete,2-2-8,256,2000,11,cf1_lp,0.0067901440052082,233368
discrete,2-2-8,256,2000,11,slack_lp,0.0079983489995356,516318
discrete,2-2-8,256,2000,12,stats_all,0.0240486960028647,522570
discrete,2-2-8,256,2000,12,cf1_lp,0.0064015270036179,233368
discrete,2-2-8,256,2000,12,slack_lp,0.0080549760023131,516318
discrete,2-2-8,256,2000,13,stats_all,0.0262474569972255,522502
discrete,2-2-8,256,2000,13,cf1_lp,0.0067966709975735,233368
discrete,2-2-8,256,2000,13,slack_lp,0.0089930399990407,516318
discrete,2-2-8,256,2000,14,stats_all,0.0251258589996723,522524
discrete,2-2-8,256,2000,14,cf1_lp,0.007553684998129,233368
discrete,2-2-8,256,2000,14,slack_lp,0.0088037030000123,516318
discrete,2-2-8,256,2000,15,stats_all,0.0262927590010804,522524
discrete,2-2-8,256,2000,15,cf1_lp,0.0065409550006734,233368
discrete,2-2-8,256,2000,15,slack_lp,0.0092519289974006,516318
discrete,2-2-8,256,2000,16,stats_all,0.0221851730020716,522492
discrete,2-2-8,256,2000,16,cf1_lp,0.0073243040023953,233368
discrete,2-2-8,256,2000,16,slack_lp,0.008460343000479,516318
discrete,2-2-8,256,2000,17,stats_all,0.0239445499973953,522434
discrete,2-2-8,256,2000,17,cf1_lp,0.0072839830027078,233368
discrete,2-2-8,256,2000,17,slack_lp,0.008147597000061,516318
discrete,2-2-8,256,2000,18,stats_all,0.0239115459989989,522524
discrete,2-2-8,256,2000,18,cf1_lp,0.0078282720060087,233368
discrete,2-2-8,256,2000,18,slack_lp,0.0080675240023992,516318
discrete,2-2-8,256,2000,19,stats_all,0.0243157989971223,522478
discrete,2-2-8,256,2000,19,cf1_lp,0.0065071099961642,233368
discrete,2-2-8,256,2000,19,slack_lp,0.0085097259943722,516318
discrete,2-2-8,256,8000,0,stats_all,0.0248603510044631,522524
discrete,2-2-8,256,8000,0,cf1_lp,0.0071241519981413,233368
discrete,2-2-8,256,8000,0,slack_lp,0.0085305610045907,516318
discrete,2-2-8,256,8000,1,stats_all,0.0240965679986402,522448
discrete,2-2-8,256,8000,1,cf1_lp,0.0068900740006938,233368
discrete,2-2-8,256,8000,1,slack_lp,0.0079228249960578,516318
discrete,2-2-8,256,8000,2,stats_all,0.0245056959975045,522492
discrete,2-2-8,256,8000,2,cf1_lp,0.0075032530003227,233368
discrete,2-2-8,256,8000,2,slack_lp,0.0092219099969952,516318
discrete,2-2-8,256,8000,3,stats_all,0.0225559109967434,522502
discrete,2-2-8,256,8000,3,cf1_lp,0.0088900509945233,233368
discrete,2-2-8,256,8000,3,slack_lp,0.0094622799952048,516318
discrete,2-2-8,256,8000,4,stats_all,0.0263135369968949,522536
discrete,2-2-8,256,8000,4,cf1_lp,0.0070126020000316,233368
discrete,2-2-8,256,8000,4,slack_lp,0.0083730900005321,516318
discrete,2-2-8,256,8000,5,stats_all,0.0237814049978624,522492
discrete,2-2-8,256,8000,5,cf1_lp,0.0069429499999387,233368
discrete,2-2-8,256,8000,5,slack_lp,0.0080779529962455,516318
discrete,2-2-8,256,8000,6,stats_all,0.0268958800006657,522526
discrete,2-2-8,256,8000,6,cf1_lp,0.0066494310012785,233368
discrete,2-2-8,256,8000,6,slack_lp,0.0086778839977341,516318
discrete,2-2-8,256,8000,7,stats_all,0.0245920149973244,522524
discrete,2-2-8,256,8000,7,cf1_lp,0.0064204270020127,233368
discrete,2-2-8,256,8000,7,slack_lp,0.0092354490043362,516318
discrete,2-2-8,256,8000,8,stats_all,0.0239851790029206,522562
discrete,2-2-8,256,8000,8,cf1_lp,0.0072852539960877,233368
discrete,2-2-8,256,8000,8,slack_lp,0.008131360002153,516318
discrete,2-2-8,256,8000,9,stats_all,0.0248333869967609,522548
discrete,2-2-8,256,8000,9,cf1_lp,0.006749079999281,233368
discrete,2-2-8,256,8000,9,slack_lp,0.0084562470001401,516318
discrete,2-2-8,256,8000,10,stats_all,0.0266472239964059,522538
discrete,2-2-8,256,8000,10,cf1_lp,0.0067987349975737,233368
discrete,2-2-8,256,8000,10,slack_lp,0.0088900530026876,516318
discrete,2-2-8,256,8000,11,stats_all,0.0243104860055609,522478
discrete,2-2-8,256,8000,11,cf1_lp,0.0064006550019257,233368
discrete,2-2-8,256,8000,11,slack_lp,0.0084489630025927,516318
discrete,2-2-8,256,8000,12,stats_all,0.0241217200018581,522538
discrete,2-2-8,256,8000,12,cf1_lp,0.0068950200002291,233368
discrete,2-2-8,256,8000,12,slack_lp,0.0088212369955726,516318
discrete,2-2-8,256,8000,13,stats_all,0.0242065499987802,522492
discrete,2-2-8,256,8000,13,cf1_lp,0.006874995000544,233368
discrete,2-2-8,256,8000,13,slack_lp,0.0090181619962095,516318
discrete,2-2-8,256,8000,14,stats_all,0.0252233860010164,522594
discrete,2-2-8,256,8000,14,cf1_lp,0.0071122040026239,233368
discrete,2-2-8,256,8000,14,slack_lp,0.0087726420024409,516318
discrete,2-2-8,256,8000,15,stats_all,0.0255620570023893,522524
discrete,2-2-8,256,8000,15,cf1_lp,0.0068019539976376,233368
discrete,2-2-8,256,8000,15,slack_lp,0.008792558001005,516318
discrete,2-2-8,256,8000,16,stats_all,0.0260065330003271,522516
discrete,2-2-8,256,8000,16,cf1_lp,0.0067140940009267,233368
discrete,2-2-8,256,8000,16,slack_lp,0.0085513349986285,516318
discrete,2-2-8,256,8000,17,stats_all,0.0246898549958132,522448
discrete,2-2-8,256,8000,17,cf1_lp,0.0065931689969147,233368
discrete,2-2-8,256,8000,17,slack_lp,0.007934319000924,516318
discrete,2-2-8,256,8000,18,stats_all,0.0250882870022906,522504
discrete,2-2-8,256,8000,18,cf1_lp,0.0067965970010845,233368
discrete,2-2-8,256,8000,18,slack_lp,0.0084629530028905,516318
discrete,2-2-8,256,8000,19,stats_all,0.0246135650013457,522546
discrete,2-2-8,256,8000,19,cf1_lp,0.0068803060057689,233368
discrete,2-2-8,256,8000,19,slack_lp,0.0088059980043908,516318
continuous,d2,2000,2000,0,k1_v3,0.173774670001876,95961915
continuous,d2,2000,2000,0,k2_v3,0.0042373920005047,84325
continuous,d2,2000,2000,0,hsic_resid,0.0285302020056406,25678908
continuous,d2,2000,2000,1,k1_v3,0.1697629020054591,95960748
continuous,d2,2000,2000,1,k2_v3,0.0043908259976888,84036
continuous,d2,2000,2000,1,hsic_resid,0.0395874259993433,25678864
continuous,d2,2000,2000,2,k1_v3,0.1661659050005255,95960868
continuous,d2,2000,2000,2,k2_v3,0.0048463290004292,84608
continuous,d2,2000,2000,2,hsic_resid,0.030242005996115,25678908
continuous,d2,2000,2000,3,k1_v3,0.1638318799959961,95960904
continuous,d2,2000,2000,3,k2_v3,0.0042843449991778,84564
continuous,d2,2000,2000,3,hsic_resid,0.0238362039963249,25678908
continuous,d2,2000,2000,4,k1_v3,0.1813726120017236,95960896
continuous,d2,2000,2000,4,k2_v3,0.0039047409954946,84608
continuous,d2,2000,2000,4,hsic_resid,0.0333122890006052,25678908
continuous,d2,2000,2000,5,k1_v3,0.1649255099982838,95960888
continuous,d2,2000,2000,5,k2_v3,0.0042294489976484,84608
continuous,d2,2000,2000,5,hsic_resid,0.0381579699969734,25678864
continuous,d2,2000,2000,6,k1_v3,0.1767242049972992,95960880
continuous,d2,2000,2000,6,k2_v3,0.00484058100119,84608
continuous,d2,2000,2000,6,hsic_resid,0.0204137539985822,25678908
continuous,d2,2000,2000,7,k1_v3,0.1693540900014341,95960864
continuous,d2,2000,2000,7,k2_v3,0.0042998989956686,84608
continuous,d2,2000,2000,7,hsic_resid,0.0262831530053517,25678952
continuous,d2,2000,2000,8,k1_v3,0.1609530269997776,95960856
continuous,d2,2000,2000,8,k2_v3,0.0041372479972778,84520
continuous,d2,2000,2000,8,hsic_resid,0.0235681929989368,25678864
continuous,d2,2000,2000,9,k1_v3,0.1761840819963254,95960672
continuous,d2,2000,2000,9,k2_v3,0.003833504000795,84168
continuous,d2,2000,2000,9,hsic_resid,0.0290098640034557,25678864
continuous,d2,5000,5000,0,k1_v3,0.2643779270001687,150023676
continuous,d2,5000,5000,0,k2_v3,0.0089942470003734,204484
continuous,d2,5000,5000,0,hsic_resid,0.0362966719985706,25678908
continuous,d2,5000,5000,1,k1_v3,0.2524664800002938,150031572
continuous,d2,5000,5000,1,k2_v3,0.0087388839965569,204440
continuous,d2,5000,5000,1,hsic_resid,0.0179155180012458,25678908
continuous,d2,5000,5000,2,k1_v3,0.2295761650020722,150020396
continuous,d2,5000,5000,2,k2_v3,0.0099682319996645,204220
continuous,d2,5000,5000,2,hsic_resid,0.0226017589957336,25678908
continuous,d2,5000,5000,3,k1_v3,0.2553151910033193,150024952
continuous,d2,5000,5000,3,k2_v3,0.0086613080056849,204484
continuous,d2,5000,5000,3,hsic_resid,0.0219893960020272,25678908
continuous,d2,5000,5000,4,k1_v3,0.2288969209985225,150027440
continuous,d2,5000,5000,4,k2_v3,0.008725706997211,204440
continuous,d2,5000,5000,4,hsic_resid,0.0216570619959384,25678908
continuous,d2,5000,5000,5,k1_v3,0.2327029110019793,150021660
continuous,d2,5000,5000,5,k2_v3,0.0086102670029504,204352
continuous,d2,5000,5000,5,hsic_resid,0.0254095330019481,25678952
continuous,d2,5000,5000,6,k1_v3,0.2513330419969861,150027800
continuous,d2,5000,5000,6,k2_v3,0.009365676996822,204484
continuous,d2,5000,5000,6,hsic_resid,0.0258449699977063,25678952
continuous,d2,5000,5000,7,k1_v3,0.2409194700012449,150023184
continuous,d2,5000,5000,7,k2_v3,0.0087768279990996,204440
continuous,d2,5000,5000,7,hsic_resid,0.018868282000767,25678864
continuous,d2,5000,5000,8,k1_v3,0.2522423969930969,150030352
continuous,d2,5000,5000,8,k2_v3,0.009080294999876,204440
continuous,d2,5000,5000,8,hsic_resid,0.0284709519983152,25678908
continuous,d2,5000,5000,9,k1_v3,0.239517957001226,150023952
continuous,d2,5000,5000,9,k2_v3,0.0081472560050315,204440
continuous,d2,5000,5000,9,hsic_resid,0.023085816996172,25678864
continuous,d2,10000,10000,0,k1_v3,0.1775821730043389,96174096
continuous,d2,10000,10000,0,k2_v3,0.016601540002739,404484
continuous,d2,10000,10000,0,hsic_resid,0.0320483890027389,25678820
continuous,d2,10000,10000,1,k1_v3,0.1872386649993132,96171068
continuous,d2,10000,10000,1,k2_v3,0.0193842410008073,404484
continuous,d2,10000,10000,1,hsic_resid,0.0318370449967915,25678952
continuous,d2,10000,10000,2,k1_v3,0.1998220999957993,96168304
continuous,d2,10000,10000,2,k2_v3,0.018282924000232,404484
continuous,d2,10000,10000,2,hsic_resid,0.0408717129976139,25678864
continuous,d2,10000,10000,3,k1_v3,0.186471804001485,96169904
continuous,d2,10000,10000,3,k2_v3,0.0162604710058076,404484
continuous,d2,10000,10000,3,hsic_resid,0.0362652230032836,25678864
continuous,d2,10000,10000,4,k1_v3,0.1655809020012384,96166896
continuous,d2,10000,10000,4,k2_v3,0.0172513229990727,404484
continuous,d2,10000,10000,4,hsic_resid,0.0250113000001874,25678908
continuous,d2,10000,10000,5,k1_v3,0.1690813169989269,96170064
continuous,d2,10000,10000,5,k2_v3,0.0163224380012252,404396
continuous,d2,10000,10000,5,hsic_resid,0.0279269660022691,25678864
continuous,d2,10000,10000,6,k1_v3,0.1807502149968058,96163024
continuous,d2,10000,10000,6,k2_v3,0.0173968099988996,404396
continuous,d2,10000,10000,6,hsic_resid,0.0385701799968956,25678908
continuous,d2,10000,10000,7,k1_v3,0.2059523209973122,96179312
continuous,d2,10000,10000,7,k2_v3,0.0179407030009315,404176
continuous,d2,10000,10000,7,hsic_resid,0.0327204399945912,25678996
continuous,d2,10000,10000,8,k1_v3,0.2022372660067048,96167248
continuous,d2,10000,10000,8,k2_v3,0.0175927860036608,404308
continuous,d2,10000,10000,8,hsic_resid,0.0305044320048182,25679084
continuous,d2,10000,10000,9,k1_v3,0.194065727002453,96176464
continuous,d2,10000,10000,9,k2_v3,0.017751571998815,404440
continuous,d2,10000,10000,9,hsic_resid,0.0281615950007108,25678996
continuous,d2,20000,20000,0,k1_v3,0.1749861990028876,96411920
continuous,d2,20000,20000,0,k2_v3,0.0447534510021796,804440
continuous,d2,20000,20000,0,hsic_resid,0.0324924160013324,25678864
continuous,d2,20000,20000,1,k1_v3,0.1699141249991953,96414064
continuous,d2,20000,20000,1,k2_v3,0.0464916120035923,804396
continuous,d2,20000,20000,1,hsic_resid,0.0609081549991969,25678996
continuous,d2,20000,20000,2,k1_v3,0.1830677140023908,96422064
continuous,d2,20000,20000,2,k2_v3,0.0454251889968873,804396
continuous,d2,20000,20000,2,hsic_resid,0.0236615059984615,25678952
continuous,d2,20000,20000,3,k1_v3,0.1784505979958339,96407312
continuous,d2,20000,20000,3,k2_v3,0.0447444689998519,804484
continuous,d2,20000,20000,3,hsic_resid,0.0250207380013307,25678996
continuous,d2,20000,20000,4,k1_v3,0.1754096759977983,96421136
continuous,d2,20000,20000,4,k2_v3,0.0449327940004877,804440
continuous,d2,20000,20000,4,hsic_resid,0.0419784089972381,25679040
continuous,d2,20000,20000,5,k1_v3,0.1898843710005167,96417552
continuous,d2,20000,20000,5,k2_v3,0.0449602519947802,804352
continuous,d2,20000,20000,5,hsic_resid,0.0253060499962884,25678996
continuous,d2,20000,20000,6,k1_v3,0.1950607430044328,96414352
continuous,d2,20000,20000,6,k2_v3,0.0453199430048698,804308
continuous,d2,20000,20000,6,hsic_resid,0.0258249420003267,25678864
continuous,d2,20000,20000,7,k1_v3,0.1893015679961536,96416048
continuous,d2,20000,20000,7,k2_v3,0.0470716089985217,804132
continuous,d2,20000,20000,7,hsic_resid,0.0274996799998916,25678864
continuous,d2,20000,20000,8,k1_v3,0.1721741860019392,96413232
continuous,d2,20000,20000,8,k2_v3,0.0494889179972233,804132
continuous,d2,20000,20000,8,hsic_resid,0.0313626320057665,25678864
continuous,d2,20000,20000,9,k1_v3,0.1751890300001832,96417968
continuous,d2,20000,20000,9,k2_v3,0.045312128997466,804132
continuous,d2,20000,20000,9,hsic_resid,0.0473083830001996,25678864
continuous,d2,50000,50000,0,k1_v3,0.1818009679991519,97136816
continuous,d2,50000,50000,0,k2_v3,0.2335134720051428,2004132
continuous,d2,50000,50000,0,hsic_resid,0.0576129190012579,25678864
continuous,d2,50000,50000,1,k1_v3,0.1694808840038604,97130896
continuous,d2,50000,50000,1,k2_v3,0.2331651600034092,2004132
continuous,d2,50000,50000,1,hsic_resid,0.0487140509940218,25678864
continuous,d2,50000,50000,2,k1_v3,0.1949145000035059,97131024
continuous,d2,50000,50000,2,k2_v3,0.2349317810003413,2004132
continuous,d2,50000,50000,2,hsic_resid,0.0368887100048596,25678864
continuous,d2,50000,50000,3,k1_v3,0.1798551419997238,97120880
continuous,d2,50000,50000,3,k2_v3,0.232758238002134,2004132
continuous,d2,50000,50000,3,hsic_resid,0.0955760080032632,25678864
continuous,d2,50000,50000,4,k1_v3,0.1961019119989941,97138992
continuous,d2,50000,50000,4,k2_v3,0.2357321829986176,2004132
continuous,d2,50000,50000,4,hsic_resid,0.0292902079963823,25678864
continuous,d2,50000,50000,5,k1_v3,0.1913273120007943,97137072
continuous,d2,50000,50000,5,k2_v3,0.2342258760036202,2004132
continuous,d2,50000,50000,5,hsic_resid,0.0571333179977955,25678864
continuous,d2,50000,50000,6,k1_v3,0.1811749650005367,97134032
continuous,d2,50000,50000,6,k2_v3,0.2350036959978751,2004132
continuous,d2,50000,50000,6,hsic_resid,0.029254999004479,25678864
continuous,d2,50000,50000,7,k1_v3,0.1956532389958738,97131152
continuous,d2,50000,50000,7,k2_v3,0.2368220280040986,2004132
continuous,d2,50000,50000,7,hsic_resid,0.037723271001596,25678864
continuous,d2,50000,50000,8,k1_v3,0.1907002090010792,97130128
continuous,d2,50000,50000,8,k2_v3,0.2343183410048368,2004132
continuous,d2,50000,50000,8,hsic_resid,0.0262243890028912,25678864
continuous,d2,50000,50000,9,k1_v3,0.1894606130008469,97140080
continuous,d2,50000,50000,9,k2_v3,0.2374997419974533,2004132
continuous,d2,50000,50000,9,hsic_resid,0.0234801490005338,25678864
