cell,kind,tail,n,seed,arm,feas_contam,stat,engine,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
2-2-8,u_on_y,t3,1000,700000,clean,,kl_plugin,para_boot,99,0.0005132879315398638,0.0077489834465093305,0.004827125021973744,0.004663225705260524,0.004299523540422172,0.003934472155840155,0.0034667859450210545,0.003456487521926087,0.0034450173691301725,0.0033964515257700195,0.0032927076456171593,0.0032408931219038567,0.003138679869891331,0.0027955982671430714,0.002438116057391502,0.002089294680185618,0.002075520125340312,0.0018110414353025711,0.0015076682857180987,0.001430762790977872,0.0013867340710158466
2-2-8,u_on_y,t3,1000,700000,clean,,kl_split,para_boot,99,0.0010628532803228525,0.02242490326607116,0.021596357544476863,0.019513197924667935,0.019422550856752874,0.01754079183209105,0.016347088704909196,0.01612549820197924,0.012655837997254227,0.012023889563960846,0.011899498272848585,0.011533600295315916,0.01140734628985167,0.010939681802883308,0.010850205673697932,0.010616662229468651,0.010370936092369526,0.01011301986808115,0.009457105030163948,0.009353719773677521,0.009338113186499221
2-2-8,u_on_y,t3,1000,700000,clean,,kl_crossfit,para_boot,99,0.00062722264118991,0.030472716823111104,0.0205436276125847,0.019550246365833614,0.01877350309454598,0.01819995226280468,0.017318921426278527,0.014407849524301103,0.013217439233320347,0.01253656771788849,0.012320713212217803,0.012077581731723804,0.011776957110374062,0.011416587199335491,0.011061410842180784,0.010914982196938455,0.010371862654871437,0.010344423236263472,0.009778317317708778,0.009685112975077376,0.009671182871034453
2-2-8,u_on_y,t3,1000,700000,clean,,cf1_margin,para_boot,29,0.022654721449902215,0.06944719635426977,0.06944719635426977,0.06944719635426977,0.058849029134154573,0.058849029134154573,0.058849029134154573,0.058673469387755084,0.058673469387755084,0.058673469387755084,0.058673469387755084,0.05865442102451246,0.05865442102451246,0.05865442102451246,0.05734758128239814,0.05734758128239814,0.05734758128239814,0.05734758128239814,0.05277759319556119,0.05277759319556119,0.05277759319556119
2-2-8,u_on_y,t3,1000,700000,clean,,slack_plugin,para_boot,29,0.04530944289980432,0.1388943927085397,0.1388943927085397,0.1388943927085397,0.11769805826830915,0.11769805826830915,0.11769805826830915,0.11734693877551017,0.11734693877551017,0.11734693877551017,0.11734693877551017,0.11730884204902503,0.11730884204902503,0.11730884204902503,0.11469516256479628,0.11469516256479628,0.11469516256479628,0.11469516256479628,0.10555518639112238,0.10555518639112238,0.10555518639112238
2-2-8,u_on_y,t3,1000,700000,clean,,gm_battery,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,t3,1000,700000,clean,,gtest,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,t3,1000,700000,clean,,kl_plugin,crt_cond,99,0.0005132879315398638,0.011419223742897298,0.00798084385638255,0.00639562244576021,0.0045434706839158345,0.004029134727677752,0.003207151933068291,0.003117167769284713,0.0030940160309765007,0.0026841268999730425,0.0026523907013300298,0.002449270110609615,0.002341368666666996,0.0021138469148982465,0.0019324935864885075,0.001854752980816176,0.0017348672636757108,0.0015256336744995658,0.0014937990635768908,0.0014772877785014758,0.0013948746749374366
2-2-8,u_on_y,t3,1000,700000,clean,,gm_battery,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,t3,1000,700000,clean,,gtest,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
