block,cfg,noise,n,d,b,seed,method,detrend,trim,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
null,null_nonparam,gauss,2000,2,,900000,k1,linear,0.05,99,0.0008215696902326153,0.009890736357259011,0.009684707794087699,0.009464346181930594,0.007261606707560819,0.007206584350940903,0.007188506944470707,0.006727976295328508,0.00665676391789205,0.006571552338506148,0.006537177874191169,0.006338768294319674,0.006312964656209896,0.006242902666704464,0.005965288881603192,0.005869894646695295,0.005647665006768832,0.00564527587375474,0.005465690039327176,0.0054015266285489805,0.005356895795617711
null,null_nonparam,gauss,2000,2,,900000,k2,linear,0.05,99,0.06124238417701878,0.3626807573708222,0.24068986113050722,0.20905231858795054,0.16052703480645356,0.16047204408129556,0.15770833632273598,0.15273897981200396,0.14898583834672152,0.14305264951399765,0.14087005095718705,0.13494021837205838,0.1342241185361165,0.13420987857012665,0.1333066786974762,0.11808743472609609,0.11696047517594342,0.11330085349620474,0.1115236102799198,0.11075246748445199,0.10934923595513021
null,null_nonparam,gauss,2000,2,,900000,k1,quadratic,0.05,99,0.0007871959299349252,0.015626359098544707,0.009534217104791298,0.009528238167207603,0.009217412727194452,0.009112766975523545,0.008673360553680731,0.007901248793879545,0.00763081918490327,0.006849294624170388,0.006741473423184652,0.006706118010113116,0.006604723820106351,0.006537813920072355,0.006309002865421243,0.006195336811677832,0.006019163543131256,0.006000426466869935,0.0058784529336020075,0.005838545937527639,0.005787678734167967
null,null_nonparam,gauss,2000,2,,900000,k2,quadratic,0.05,99,0.07157512784228827,0.27192386417680486,0.21412130116181669,0.21273734563885022,0.19801458906414027,0.1949316859296244,0.17315629384067213,0.16518970255268883,0.15914822057067504,0.15902679320469557,0.15849577941479315,0.15783141795960867,0.13890701989071352,0.13873889531463063,0.137720379531406,0.13103851659379306,0.12723652378245845,0.1205935073461498,0.11933219167720643,0.11882794229374752,0.11792030653214894
null,null_nonparam,gauss,2000,2,,900001,k1,linear,0.05,99,0.001029813144178715,0.009928321815050323,0.008906890552881852,0.008826837323601566,0.008499966354388766,0.008218459823892021,0.008090597019234091,0.007450589292921195,0.0070848610097729026,0.006875679587651895,0.006626432373876612,0.006571442617489653,0.006565327214356875,0.006553459432244835,0.006427378482536494,0.006361620998282302,0.006331404159632625,0.006221199717686421,0.006160493121318722,0.006156007838633015,0.006095030405761981
null,null_nonparam,gauss,2000,2,,900001,k2,linear,0.05,99,0.034633878139797375,0.2047107784863829,0.18635211888748357,0.1765816851802382,0.17046209089377093,0.1648778821756234,0.15256311037740392,0.15071731519224546,0.14283724880639515,0.14062173350361185,0.1398236953675806,0.13460531090740716,0.13363665971147204,0.1333392722866864,0.13211513745936518,0.1314609735985506,0.1305462683177576,0.13052266455343034,0.12961618844816455,0.12606391503899864,0.12446229714270036
null,null_nonparam,gauss,2000,2,,900001,k1,quadratic,0.05,99,0.0011878333396617702,0.008600826422130226,0.00724770952466236,0.00715208223291075,0.006852825911772498,0.006828156249407469,0.006714819146853013,0.006325024900294851,0.0062399288884184,0.006202845178085337,0.006098429153924001,0.006039759704368652,0.005824160057873895,0.005818584632638846,0.005673711230427592,0.005641275188419614,0.0056234315553586045,0.00555901478124976,0.005558793422469788,0.005497266160962577,0.005373107070601346
null,null_nonparam,gauss,2000,2,,900001,k2,quadratic,0.05,99,0.04234946063291444,0.2700907591377784,0.2267544719856254,0.1841762727505942,0.17982533851568383,0.16071574229987617,0.1562085429012772,0.15273766665882335,0.14863698133601602,0.1454879171066753,0.13843019687663363,0.13485804854979588,0.12882189365255778,0.1281185775201222,0.12787333434584708,0.12469077123912149,0.12126680399705592,0.1212056426075542,0.12074200299079847,0.11671651513882073,0.11612548765677226
null,null_nonparam,gauss,2000,2,,900002,k1,linear,0.05,99,0.0008361029828988231,0.010256778675860834,0.0098779933347386,0.009284787209427381,0.008813639922518823,0.00871919750286243,0.008386232176734065,0.008047897935837267,0.008046253134565196,0.00796099545939788,0.007516726843996513,0.007496978281214872,0.007262163414232026,0.0070281618059852,0.00690203938797318,0.006725059772533792,0.00639042466148354,0.006206281762616728,0.005853446389142314,0.005697021174129957,0.005564908674987379
null,null_nonparam,gauss,2000,2,,900002,k2,linear,0.05,99,0.04776957356743486,0.21526103085614143,0.20388576191463606,0.1931889217097734,0.17470472379990876,0.16342356429654023,0.16099215388930083,0.15795777188984444,0.14503100946271658,0.1449966702511911,0.13671041331948564,0.13558196789210689,0.13283716211101743,0.13089241981187755,0.12761813207202743,0.12616263667628874,0.1261524669051209,0.122330590581383,0.12092707562102664,0.11794048290190136,0.11732112677406112
null,null_nonparam,gauss,2000,2,,900002,k1,quadratic,0.05,99,0.0009741333452516487,0.010869406238067758,0.010079156973129999,0.009276077431847995,0.008887382274791022,0.007867365107378288,0.007455963334736859,0.007278738019101949,0.007111459959495803,0.006439998151366755,0.0064297352065108004,0.00630821603602405,0.006294612086181428,0.005916719325289144,0.005887860569103398,0.005806777765915427,0.005663587124392855,0.005618830549607212,0.005388901851810846,0.0051815594609788684,0.005174406187736236
null,null_nonparam,gauss,2000,2,,900002,k2,quadratic,0.05,99,0.05995961256646886,0.31159607423526303,0.30657898007195933,0.203790198506858,0.16347893609490624,0.1600389154790662,0.15701798994707508,0.14364957487529317,0.14176077751331048,0.1324235485378665,0.13122375373220008,0.1301955904571992,0.1292999331679892,0.12659253071260493,0.12607644790870023,0.12414073225435358,0.12373903946612266,0.12084932738079705,0.12084928256734777,0.11922393918488547,0.1178286614718022
null,null_nonparam,gauss,2000,2,,900003,k1,linear,0.05,99,0.00035279267763466127,0.009458854575016495,0.00884531213898021,0.007806319826562658,0.007681218666234391,0.007587703794135647,0.007242392771554251,0.007214217954579105,0.007162124765222377,0.006963133795522158,0.006906685580533312,0.0068252891542658345,0.006711609216123904,0.00662322011297567,0.006383359264121924,0.006353271129085902,0.006319950548245745,0.0062582591737443405,0.006005651716825655,0.005966751127878256,0.005956608120344931
null,null_nonparam,gauss,2000,2,,900003,k2,linear,0.05,99,0.03597762619320298,0.21536237442991135,0.165861921690762,0.16463253553135718,0.15990837687063597,0.1592782079344938,0.15759596871977907,0.15300288103932821,0.1504974245404772,0.14998680537611161,0.13744210162069503,0.1370749948655022,0.13290076394165184,0.1327287145217414,0.1288562544572099,0.12826306676616922,0.1265736606279983,0.11599696216592094,0.11437639950887699,0.11147430331315406,0.1092707168870237
null,null_nonparam,gauss,2000,2,,900003,k1,quadratic,0.05,99,0.00032269040668797544,0.012591494276107285,0.009154899928063287,0.00905837285357658,0.008687706463372913,0.00847807717019644,0.007699268573642337,0.0076042214550485765,0.007454903439341076,0.007350686402264994,0.007251542705301928,0.007102258714437815,0.006528445109172165,0.006451560928837585,0.006236625353607916,0.006092158278424686,0.005763465727810946,0.0056570567251388315,0.0056293922717503,0.005428118856680375,0.004970621965365685
