n,d,noise,kind,seed,method,trim,B,stat_obs,dt_boot_s,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
8000,2,t3,null_gauss,400000,k1,0.05,199,0.005328238288674125,10.624190880989772,0.013585380490703014,0.013000267163382428,0.011902358359038967,0.011435720921796677,0.011314621241942935,0.011264767990631697,0.011208547145559522,0.01074538365831701,0.010465180927542894,0.00999630828053999,0.009896501594441331,0.009496055398235725,0.00945603763756786,0.00927720088102768,0.0091323826956633,0.009045195906321468,0.009011774282736251,0.008992707656030996,0.008827060136611609,0.008750032464883484
8000,2,t3,null_gauss,400000,k2,0.05,199,0.10379986005926242,10.624190880989772,0.25148272677674816,0.19234351842560565,0.1731649863468705,0.16880454920836302,0.16753013747209422,0.1641960881557652,0.16043363195533772,0.15554424411648013,0.1513563453549517,0.1478403755885314,0.14450903355079978,0.13967032297802606,0.13704109845750195,0.13451321465389834,0.13410666042245203,0.13049305807674888,0.1293534391395036,0.12797720846123664,0.12680375887571518,0.12354032782438742
8000,2,t3,null_gauss,400000,hsic,0.0,199,0.002468161537288779,10.624190880989772,0.006120832178011405,0.005983350165986847,0.005921658087954858,0.005683038770334119,0.00559918506655822,0.005478962927898483,0.0054336036800794515,0.005338680564769966,0.005305166499496685,0.005026405616663057,0.0049002409756188255,0.004875769522817996,0.0048669041430880935,0.004760380706777543,0.004703929305938098,0.004665186153386058,0.004570391976177821,0.004498898557591033,0.004459850957479964,0.004387354417831037
8000,2,t3,null_gauss,400001,k1,0.05,199,0.005843526398771726,10.64909828499367,0.014354400001813095,0.013461307126355515,0.012872844629472358,0.012569105975343997,0.012286975542391665,0.01181188915329745,0.011681252823434018,0.011460238846617732,0.011278639832794313,0.011035633277046375,0.010929624868699528,0.010790752044659846,0.010733064472488674,0.010504818253598835,0.010294196464725625,0.010185636677387144,0.009998282874460251,0.009794390276811837,0.009627176363285916,0.009593985243322112
8000,2,t3,null_gauss,400001,k2,0.05,199,0.09753970747061198,10.64909828499367,0.19771164026277419,0.19577977045559122,0.1848240264730011,0.16871992610795775,0.16542916337798133,0.15472804163097567,0.15250833167527608,0.1444385430581495,0.1373906067750255,0.13633878266722294,0.13510413607046237,0.1279802680961261,0.12571532736495988,0.12444725893512788,0.12324372988606173,0.12243805690533903,0.12074534077234024,0.11994267404427106,0.11642976743191459,0.11392648740368902
8000,2,t3,null_gauss,400001,hsic,0.0,199,0.0014027408111931868,10.64909828499367,0.00499601019537546,0.004897204405398883,0.004528371047006976,0.004303244120620969,0.0040739767652583705,0.003942956088316446,0.0038199229723886218,0.0037442485411104554,0.0037007182551644447,0.0036067002071048584,0.0035229915448211466,0.0033485269608135625,0.003337335969143474,0.0032959360519104123,0.0032418042788892095,0.0031976701900237724,0.0031428538555271753,0.0030608220993181483,0.0029825321807641003,0.0029138037618325094
8000,2,t3,null_gauss,400002,k1,0.05,199,0.007267765492565248,11.47646525700111,0.016050474420896133,0.015095959255406521,0.014141436957861964,0.012665689848850081,0.011958828486355877,0.011519988134711667,0.011286085754891984,0.010739490958733722,0.010569041906877241,0.010445690114530781,0.010351573556172,0.010156786347716662,0.009950263849944574,0.009926369350410358,0.009757864095671365,0.009734624016662585,0.009475486933326338,0.009370817785884222,0.009365183487015427,0.009288674380244832
8000,2,t3,null_gauss,400002,k2,0.05,199,0.11538794840444853,11.47646525700111,0.210946440406885,0.18172860230792467,0.16436403787348874,0.16256080367440137,0.15961087523934045,0.1552507447561316,0.1477165419383981,0.14217700444821552,0.13439399252995973,0.13338154609415004,0.13214730333091848,0.13158206192939004,0.128566438572358,0.1262093111545651,0.12162933303205524,0.11779903307524224,0.11406073274718222,0.1125348304636692,0.11189972794675579,0.11036407911704396
8000,2,t3,null_gauss,400002,hsic,0.0,199,0.001471105795096613,11.47646525700111,0.004669496148183042,0.004086605985318586,0.003988346663900394,0.0038430763563677083,0.0037578345131318897,0.003683520417855354,0.0035724668686575364,0.0035342915864801073,0.0034243722423591976,0.00334881108265904,0.003223082722142899,0.0031560371585696956,0.0030916900025728137,0.0030359841717429305,0.003010421602103348,0.002907006508721747,0.0028980379606491024,0.0028545679934583105,0.0028263414458194725,0.002773501195557528
8000,2,t3,null_gauss,400003,k1,0.05,199,0.008562006887089413,12.380629847000819,0.013734128056040684,0.013405001563956742,0.013036762435929772,0.012918882203124649,0.011976326958837213,0.01171044312918268,0.011626641686024564,0.011500287246734464,0.011396168401333284,0.010902279562020278,0.010837064134727736,0.010632988755203021,0.010524573444897212,0.01046440536144444,0.010264876119386201,0.010218264410475353,0.010049187899423995,0.00993071067380058,0.009614567618819736,0.009568911841673411
8000,2,t3,null_gauss,400003,k2,0.05,199,0.15359448665940334,12.380629847000819,0.22391296521708892,0.21253566956644282,0.18914203492007337,0.17710528220606767,0.16926841024968226,0.16490701066903127,0.16138509599116202,0.14699387733336197,0.141558469793809,0.13867175668142967,0.1359581588624951,0.13536506261427014,0.13032855229891124,0.1250868298784551,0.12373992149491476,0.12043691634233548,0.1187099694950331,0.1174840897133347,0.11642794538725001,0.11236437719884705
8000,2,t3,null_gauss,400003,hsic,0.0,199,0.0017344914237259587,12.380629847000819,0.005909750544034868,0.005657863143821644,0.0056058782808564335,0.0053152384718129254,0.005263175359977177,0.005204769321661302,0.00511514977672375,0.004972306179983971,0.004806265169009807,0.004735204256354173,0.004716850238895923,0.004571372286295808,0.0044558229473026815,0.004332887217313503,0.004229844568418544,0.004198151162996436,0.004132842269800553,0.004087872939863904,0.004033809140160192,0.0039394271336114185
8000,2,t3,null_gauss,400004,k1,0.05,199,0.0034607714321380767,11.061009707991616,0.013587664639923669,0.013479546444836954,0.012566338276081779,0.01246440562644291,0.01155730549287659,0.011462803932817178,0.01110009240812948,0.010939766434462483,0.010801953438002165,0.010761033336115888,0.010664637151496126,0.010359377706290585,0.01005874657135486,0.009951217486896535,0.009782571592204747,0.009757104617113654,0.009702932912035389,0.009301116288605749,0.009272395649951193,0.009200203711939303
