cell,tail,family,rho,n,seed,dt_stats_s,stat,engine,stat_obs
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,kl_split,none,0.07506587773884615
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,kl_crossfit,none,0.07490558589968362
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,cf1_margin,none,2.220446049250313e-16
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800000,0.007244468994031195,gtest,none,334.4281700457077
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,kl_split,none,0.05147877319790812
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,kl_crossfit,none,0.05058175962095904
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,cf1_margin,none,1.1102230246251565e-16
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800001,0.006627360002312344,gtest,none,271.58659203737574
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,kl_split,none,0.05217950116624252
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,kl_crossfit,none,0.05153405943477829
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,cf1_margin,none,2.220446049250313e-16
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800002,0.006418623001081869,gtest,none,371.75244327999775
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,kl_split,none,0.06510550386108285
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,kl_crossfit,none,0.0778301546363653
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800003,0.008508217993949074,gtest,none,289.57558293937313
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,kl_plugin,none,7.684348451554558e-18
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,kl_split,none,0.060346794573871515
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,kl_crossfit,none,0.059835570132025645
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800004,0.0068391370004974306,gtest,none,344.6907205644919
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,kl_split,none,0.041170812824873476
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,kl_crossfit,none,0.042212321795271485
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800005,0.01181853700109059,gtest,none,292.7143110843281
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,kl_plugin,none,1.0812123949684839e-16
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,kl_split,none,0.045818643731611416
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,kl_crossfit,none,0.0462974151591542
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800006,0.008574039005907252,gtest,none,238.4653009207953
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,kl_split,none,0.0569792208350787
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,kl_crossfit,none,0.05585241472820765
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800007,0.0065319600034854375,gtest,none,364.7732022461496
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,kl_plugin,none,3.684765372760466e-17
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,kl_split,none,0.05131686284667113
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,kl_crossfit,none,0.0505480628071067
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800008,0.009269928996218368,gtest,none,358.71081581031297
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,kl_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,kl_split,none,0.059404588318398635
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,kl_crossfit,none,0.05934363706995867
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,cf1_margin,none,0.0
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,slack_plugin,none,0.0
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,gm_battery,none,0.0
2-2-8,none,mixture,0.2,2000,800009,0.007170182005211245,gtest,none,285.1926975533827
2-2-8,none,mixture,0.2,2000,800010,0.007064484998409171,kl_plugin,none,2.427104207219484e-16
