block,cfg,noise,n,d,b,seed,method,detrend,trim,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
adversarial,B4_heavy_curvature,t3,5000,2,,900000,k1,linear,0.05,99,0.0029915649324755433,0.018962285035037718,0.016523128449654867,0.01506491756467343,0.013659094850738907,0.01299177298229448,0.012799711550296022,0.01254085133127325,0.012095457936442622,0.011677832342257388,0.011291262124303425,0.011273437068084813,0.01107496352196069,0.010945295283534495,0.010569284639247667,0.01043491510297112,0.010337006973118124,0.010317874651665448,0.010210633309038597,0.01020686574328733,0.00998104396678745
adversarial,B4_heavy_curvature,t3,5000,2,,900000,k2,linear,0.05,99,0.08313579922113286,0.2172304157989992,0.20892430936671577,0.2059724866544965,0.17963396203689433,0.1697851780662502,0.16801593646966226,0.16333721605380483,0.16307510198735245,0.16066914539132376,0.16058157474585122,0.15248599071392394,0.15217686791436147,0.1497382251440818,0.14897819811824048,0.14810722185248987,0.14728686022552373,0.1454761707948891,0.14198818622991932,0.14142839533383492,0.13982855180542506
adversarial,B4_heavy_curvature,t3,5000,2,,900000,k1,quadratic,0.05,99,0.006748584474377095,0.016576459395637233,0.014638422914621363,0.014233734782902019,0.012560221286464612,0.012552195014446932,0.011779356273282193,0.0115947491479651,0.0115361834456712,0.011467082022370234,0.011011824934445968,0.01096943712115328,0.010956064447134262,0.010380254383351772,0.010277597278800621,0.010126033418174862,0.009952265807426142,0.009834151896886412,0.009823126735529542,0.009803651819091375,0.009756460130660893
adversarial,B4_heavy_curvature,t3,5000,2,,900000,k2,quadratic,0.05,99,0.06056948874457641,0.24017914515160801,0.23790545608624114,0.21841436439990577,0.2090216336652478,0.2051694144534595,0.20428404818974935,0.17607704672837057,0.17492341851426788,0.17213928314161006,0.1701698376494199,0.16461352354310893,0.15684197987506113,0.15389519961318113,0.15309194196226936,0.1406662539915301,0.13722685846373275,0.13594184721722719,0.13487252045539636,0.13277598232387947,0.13114994808341468
adversarial,B4_heavy_curvature,t3,5000,2,,900001,k1,linear,0.05,99,0.012548354204818701,0.01957180630133548,0.015709478161924362,0.01476225314754065,0.013516882576527167,0.013459433337987825,0.013166863766968295,0.012915765806937651,0.01265957530024453,0.011544988186448779,0.011370751255144529,0.011249992742667914,0.011070790840663647,0.010543651244325547,0.010210846747305657,0.010184193635838557,0.009514250737598262,0.009435640350564878,0.009175691802088992,0.00915862456191241,0.008999099096811847
adversarial,B4_heavy_curvature,t3,5000,2,,900001,k2,linear,0.05,99,0.1830971320917503,0.32798035624776833,0.29492471105519436,0.2690543018768298,0.2570093373754067,0.22839863651241663,0.21645555610164408,0.2045687241906921,0.19882700106572704,0.194735093242529,0.18818767386238974,0.17324801654866712,0.16991358371877088,0.16165341489893198,0.16036773437933435,0.1572154916237289,0.15618241041640965,0.1528412159632815,0.1521530653928907,0.14944749212997607,0.1478655338153084
adversarial,B4_heavy_curvature,t3,5000,2,,900001,k1,quadratic,0.05,99,0.004972210591577597,0.014704453409315477,0.01331075852262742,0.012817558337765989,0.012745579752939995,0.011795982852324083,0.011263891660525438,0.010982908470151265,0.010591792503700459,0.010521615672357987,0.010453671370145301,0.010262700783807865,0.010140797343367813,0.00991868474843971,0.009885895197202843,0.009662316793942471,0.009570611821098418,0.009488935814328747,0.009390278165350985,0.00936670715209309,0.00936493512845138
adversarial,B4_heavy_curvature,t3,5000,2,,900001,k2,quadratic,0.05,99,0.18628675912591602,0.2811190539076292,0.2569197231900204,0.24326254329314648,0.23048415522254384,0.219049775933572,0.21893181354598065,0.21110172378164116,0.20228022615357455,0.19941851983462058,0.1918779297488784,0.19178987202457873,0.18033943270860142,0.17733194555555185,0.17186551494647961,0.1666413685873129,0.16214179266907283,0.16199547762915945,0.16189113065042113,0.15320492964921512,0.15125301942415462
adversarial,B4_heavy_curvature,t3,5000,2,,900002,k1,linear,0.05,99,0.009101740004084369,0.013353323488036417,0.012768481812409194,0.012695840439948536,0.01268824830845472,0.012398566369409392,0.011007961884053397,0.010560664529031039,0.010488088347490376,0.010277539760532695,0.010233152203868445,0.010229778851831739,0.010084531719602441,0.009986071024600807,0.009944257866679185,0.0098993938193086,0.009780328084092682,0.009756237398210743,0.009698020793831863,0.009647309744259314,0.009614055527971788
adversarial,B4_heavy_curvature,t3,5000,2,,900002,k2,linear,0.05,99,0.18698969151876596,0.28242132879636633,0.26925642315091,0.2470626945939421,0.22338981394867505,0.19409686013401709,0.18748869527860126,0.1848012007900892,0.18419659665865828,0.18281948202253742,0.17927363211606806,0.177487722747449,0.1737646489783963,0.16618573707826212,0.1631871243665546,0.15814904954465137,0.1575486956282106,0.15562265878935078,0.15353574056620528,0.14812234543329988,0.14214638267195565
