cell,tail,family,rho,n,seed,dt_stats_s,stat,engine,stat_obs
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,kl_plugin,none,0.09211425390335605
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,kl_split,none,0.12148487617262636
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,kl_crossfit,none,0.10619563672896953
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,cf1_margin,none,0.2750631002524009
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,slack_plugin,none,0.550126200504802
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800000,0.005870711000170559,gtest,none,58.3536320643434
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,kl_plugin,none,0.06652657152938862
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,kl_split,none,0.07646296567574055
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,kl_crossfit,none,0.08435269162168475
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,cf1_margin,none,0.23259198713036622
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,slack_plugin,none,0.46518397426073244
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800001,0.005256190997897647,gtest,none,54.81007886269976
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,kl_plugin,none,0.07506527543613314
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,kl_split,none,0.1057321538003858
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,kl_crossfit,none,0.09874767276378235
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,cf1_margin,none,0.2471790930669132
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,slack_plugin,none,0.49435818613382654
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800002,0.007314346999919508,gtest,none,84.66799812585967
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,kl_plugin,none,0.09187404381297834
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,kl_split,none,0.12886532674691084
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,kl_crossfit,none,0.11046078334930212
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,cf1_margin,none,0.2771815086094187
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,slack_plugin,none,0.5543630172188374
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800003,0.005325871999957599,gtest,none,96.19873192660138
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,kl_plugin,none,0.09273481029529981
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,kl_split,none,0.10666261822067036
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,kl_crossfit,none,0.11364725442596543
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,cf1_margin,none,0.28017724921467757
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,slack_plugin,none,0.5603544984293551
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800004,0.009090293002373073,gtest,none,84.23908078693572
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,kl_plugin,none,0.09102497008809224
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,kl_split,none,0.12632366969060954
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,kl_crossfit,none,0.11837555493062549
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,cf1_margin,none,0.2648707563060534
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,slack_plugin,none,0.5297415126121068
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800005,0.00536381799611263,gtest,none,77.72660947612573
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,kl_plugin,none,0.07147118544434745
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,kl_split,none,0.1045968929226556
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,kl_crossfit,none,0.08890094699764145
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,cf1_margin,none,0.23543417366946773
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,slack_plugin,none,0.4708683473389356
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800006,0.006062164000468329,gtest,none,52.686719863860006
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,kl_plugin,none,0.06848960508270745
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,kl_split,none,0.11073141354480504
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,kl_crossfit,none,0.0933342565096687
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,cf1_margin,none,0.24051405140514037
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,slack_plugin,none,0.4810281028102811
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800007,0.008653547003632411,gtest,none,63.47381299689334
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,kl_plugin,none,0.07868447687456762
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,kl_split,none,0.08765026562231962
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,kl_crossfit,none,0.0967825722138263
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,cf1_margin,none,0.25162344643701895
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,slack_plugin,none,0.5032468928740377
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800008,0.0059433070055092685,gtest,none,62.58082670249408
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,kl_plugin,none,0.05247082939499764
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,kl_split,none,0.07451508421920332
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,kl_crossfit,none,0.08104850558055401
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,cf1_margin,none,0.21606321606321588
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,slack_plugin,none,0.43212643212643204
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800009,0.007544860003690701,gtest,none,81.67601541667212
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,kl_plugin,none,0.08734943260090336
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,kl_split,none,0.12099510283258193
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,kl_crossfit,none,0.11434090722539977
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,cf1_margin,none,0.2641537778961802
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,slack_plugin,none,0.5283075557923602
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,gm_battery,none,0.0
2-2-4,none,mixture,0.4,2000,800010,0.005222911000601016,gtest,none,96.14494134354445
2-2-4,none,mixture,0.4,2000,800011,0.005363882999517955,kl_plugin,none,0.0714411700706827
2-2-4,none,mixture,0.4,2000,800011,0.005363882999517955,kl_split,none,0.10364425525993058
2-2-4,none,mixture,0.4,2000,800011,0.005363882999517955,kl_crossfit,none,0.09188181739790793
2-2-4,none,mixture,0.4,2000,800011,0.005363882999517955,cf1_margin,none,0.24249616446148237
2-2-4,none,mixture,0.4,2000,800011,0.005363882999517955,slack_plugin,none,0.48499232892296457
2-2-4,none,mixture,0.4,2000,800011,0.005363882999517955,gm_battery,none,0.0
