block,cfg,noise,n,d,b,seed,method,detrend,trim,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
alt,conf_nonlin,t3,2000,2,0.8,900000,k1,linear,0.05,99,0.03201541692491272,0.01175702460209127,0.011170686851148082,0.009344322487842782,0.009258376726729134,0.007982514770512372,0.007326317791177206,0.007112951857721428,0.006984724050439706,0.00690084910237998,0.006899158598517641,0.006853604162130655,0.006747713258418497,0.0066835474630172476,0.006601212695671377,0.0065571913303733576,0.006399590134428479,0.006106704118846729,0.0060506480955863085,0.006038501109106753,0.005989264620989254
alt,conf_nonlin,t3,2000,2,0.8,900000,k2,linear,0.05,99,0.26663484848446256,0.21022826948020956,0.18493568957441045,0.18283825734740453,0.17940560790211824,0.1782696145175174,0.17242390069748928,0.17100337635218976,0.16960450058600804,0.1676068252288318,0.15104664981340815,0.14707340498644864,0.14699487924517016,0.14666640761506283,0.14663141643485764,0.146539523497551,0.14510367087972614,0.1366297324916815,0.1349594431424031,0.13460846545644425,0.13083208538765567
alt,conf_nonlin,t3,2000,2,0.8,900000,k1,quadratic,0.05,99,0.031165865647638902,0.011393815684230368,0.009328682247135345,0.008650688214707491,0.00802794480764124,0.0076538504237569915,0.007467640026175726,0.007455604342724631,0.007212215218018292,0.006923118365173231,0.006768736917977747,0.006745336229522114,0.006719706675148873,0.006639332262685538,0.006461904696599241,0.006418081386831531,0.006396084064778318,0.00626188627559543,0.006114180520836232,0.006006143717837142,0.005997012474249663
alt,conf_nonlin,t3,2000,2,0.8,900000,k2,quadratic,0.05,99,0.2691966193223473,0.30366428578197185,0.2984251894324495,0.24279879572492644,0.2400944944370226,0.2308427596918331,0.22512027558234002,0.19514664771448173,0.19405427152079133,0.1869740327289324,0.18012871488477644,0.17185080942092643,0.16256138715611745,0.15945829204991813,0.1592575958560213,0.1558493072422867,0.154525928586619,0.15176361913218225,0.15087231945054236,0.14707844635884218,0.14669867524371136
alt,conf_nonlin,t3,2000,2,0.8,900001,k1,linear,0.05,99,0.019967853049418727,0.012673805417818373,0.01108563328481238,0.009392502836384375,0.00938758750586599,0.009319921360549932,0.007938630464855878,0.007774752354106851,0.007559461667065337,0.0074338406595026996,0.007234988727253144,0.0068868925780544155,0.006859034580088075,0.006733827211719001,0.006625949049785196,0.006453999352953432,0.006436713446021369,0.0064147316140578114,0.0059040585028513615,0.005687813130572761,0.00565061989338167
alt,conf_nonlin,t3,2000,2,0.8,900001,k2,linear,0.05,99,0.15762164239048906,0.22853227153859085,0.1929307906510937,0.1779740295107936,0.17260125158750875,0.17125985153092385,0.17025984992918525,0.16972474495161138,0.16529837760126162,0.16259539785524504,0.15453632636209555,0.15421536757509877,0.1478579416226818,0.14672961156395609,0.14218694864166245,0.14136338684579994,0.13986144409057522,0.13454790921015397,0.13442747839932895,0.13325066299649804,0.13199529819018144
alt,conf_nonlin,t3,2000,2,0.8,900001,k1,quadratic,0.05,99,0.02059473254711197,0.011282098858886758,0.00797772478567027,0.007506708521583638,0.007396575231876867,0.006841846731743817,0.006661644847998249,0.006522379881467755,0.006366118410272903,0.006354646674464393,0.0059983925312598885,0.00558705549372962,0.005497180482439745,0.005496225834740853,0.005423626280332106,0.0053487563899635715,0.005280837860994869,0.005125848906081365,0.0050321833527612325,0.005010064847403517,0.004945649665501373
alt,conf_nonlin,t3,2000,2,0.8,900001,k2,quadratic,0.05,99,0.15910706204801187,0.24846274504986923,0.22802336558969344,0.2024210870625298,0.1975651300363176,0.1926587024558631,0.17088613726296076,0.17000036085876363,0.1668593092418814,0.16419594965232073,0.16082269481903397,0.15889087013176462,0.15885037242612188,0.15256327587078283,0.134968369644324,0.13294978037021746,0.126686368818134,0.12665709341499493,0.1258569380839776,0.12540565293802075,0.12311287167024247
alt,conf_nonlin,t3,2000,2,0.8,900002,k1,linear,0.05,99,0.016516331926267003,0.00966999840371896,0.009008083076956663,0.008883877789627959,0.00777620151478009,0.007508888847098993,0.0074946936083267746,0.007285802538772312,0.0070864271047215155,0.007017218556013782,0.006781702920423793,0.006776921552043458,0.006697029059389958,0.006659843443488023,0.006613902455637755,0.006575439129676064,0.006488210725980492,0.005968279611284322,0.0059585132487889325,0.005885937536163399,0.005619044051884403
alt,conf_nonlin,t3,2000,2,0.8,900002,k2,linear,0.05,99,0.2167798834851116,0.25268654400015356,0.2518460380201923,0.24527274571353208,0.23286854959553996,0.22326922453530035,0.22303626355697007,0.22033217714146097,0.20665001897203641,0.1874472463101675,0.1787581286167857,0.16715864890981272,0.16291359818676515,0.1534393284320742,0.15341778536720035,0.1513024415858861,0.148547439735475,0.14388569959370714,0.1437948200616018,0.1432748622882066,0.14009656980383142
alt,conf_nonlin,t3,2000,2,0.8,900002,k1,quadratic,0.05,99,0.016792839207946275,0.010811670068777257,0.008923695932023357,0.008839771161435639,0.008349030960062453,0.007909645582897085,0.0071515610854231415,0.0069439466083977,0.006937056770843442,0.006627076576692703,0.006385472469800368,0.006315715014372558,0.006152436641844283,0.0060461027113348775,0.005773620477030006,0.005747329376809773,0.005695403372583341,0.0056697846972531,0.00566397223711268,0.005474589882483838,0.005454301300744757
alt,conf_nonlin,t3,2000,2,0.8,900002,k2,quadratic,0.05,99,0.21920943578958077,0.3354403992458226,0.21175035080390203,0.21080581888114175,0.19629257836846853,0.19568321286940504,0.1881309021110429,0.17701938258284414,0.17218304731757825,0.17020846677888382,0.15794921282884014,0.15513958317564414,0.14896160841720132,0.1478632813256354,0.1466446629359898,0.14413824687835888,0.14309339192989176,0.1368477292352806,0.13508919647739417,0.13241300154260735,0.13181720822083093
alt,conf_nonlin,t3,2000,2,0.8,900003,k1,linear,0.05,99,0.09809847554593554,0.011264539680126195,0.00924277535916218,0.008528020534776304,0.008013440134972183,0.00783118486472778,0.007726895645756904,0.0076569050878740885,0.007525809424964169,0.007362424108472987,0.007324519609977265,0.007291465550339771,0.006891165670784294,0.006421085996496045,0.006238875786696019,0.006108884612938015,0.00607814974593035,0.005990548679613905,0.005873110750082011,0.0058390587112006065,0.005791744042621727
alt,conf_nonlin,t3,2000,2,0.8,900003,k2,linear,0.05,99,0.840609464956489,0.24815255695694158,0.23828608562457565,0.2326834241195487,0.22241456036687524,0.22168069267508564,0.2183694685712648,0.21790860380489138,0.21382384225815548,0.21044363224268806,0.20933677870145068,0.2088601898240699,0.2029828192533584,0.20112913018965628,0.20082213116735617,0.20014695454452777,0.19870229796531627,0.19851054610153712,0.19845848997088927,0.19811974747469835,0.18939430392479475
alt,conf_nonlin,t3,2000,2,0.8,900003,k1,quadratic,0.05,99,0.09872548767788003,0.009160106677932656,0.008585555953229074,0.007961042481676839,0.007569917247976732,0.007168712319329029,0.007001683812208337,0.006658560363494881,0.006393330226640792,0.006096628816829486,0.005982030796146454,0.005558426791588911,0.005298404377681476,0.005266483635889219,0.0052355550008618135,0.005115562167251508,0.005102402210615975,0.00503278535295304,0.004985186878669445,0.004923557826802427,0.004922376837883435
alt,conf_nonlin,t3,2000,2,0.8,900003,k2,quadratic,0.05,99,0.8715835974298094,0.5006229515188813,0.35816006805136913,0.3163405371918533,0.298617422148755,0.2780597900198833,0.26613459166455994,0.2633584498276145,0.26292566385011296,0.2549748333636955,0.25121886841754126,0.2373533655827929,0.23617901324024326,0.23533794660847024,0.23024263927875868,0.22721908259708684,0.22493539142240948,0.22472010484652882,0.22326301460439288,0.20705167829389998,0.20125719349671026
alt,conf_nonlin,t3,2000,2,0.8,900004,k1,linear,0.05,99,0.013254328530557746,0.011103553774735597,0.010764570193776746,0.0083604919314747,0.00835105086098964,0.007638142111790258,0.007386723842324416,0.007037501854062489,0.0069827712165879685,0.006844195845516765,0.006612078731481286,0.006341265610779634,0.006131632184943614,0.006113600309608169,0.00596257324008187,0.005493481580804094,0.0054001517719268755,0.005338934807842199,0.005324341233964636,0.0052056848106682985,0.0052030502176227955
alt,conf_nonlin,t3,2000,2,0.8,900004,k2,linear,0.05,99,0.2892356364672249,0.30789838076478543,0.2918691138164153,0.27170448393382657,0.2691245642480682,0.26110156651509303,0.20393514092449086,0.19502942524345449,0.19264001160337577,0.191586763266831,0.1674675687847742,0.1653005230051498,0.15533261233049547,0.1539413774471135,0.15216219932347463,0.14846212906796843,0.1470131894579939,0.144195880236086,0.13797484801248497,0.13740960876212946,0.12993842370469175
alt,conf_nonlin,t3,2000,2,0.8,900004,k1,quadratic,0.05,99,0.012318538954996017,0.008534494920179214,0.008215374080397964,0.007767347898182786,0.00764447233449439,0.007517539028225162,0.007487288558967187,0.007408659958375807,0.007326338413807143,0.007137981415910377,0.006897485169456652,0.006843909699220441,0.0067765879156374,0.006765477865731895,0.0066874219714788685,0.006512411125670692,0.0063866475049140226,0.006381451091831414,0.00631086710358697,0.006195198529896584,0.00612926441793793
alt,conf_nonlin,t3,2000,2,0.8,900004,k2,quadratic,0.05,99,0.21780607129152416,0.5773926841413155,0.2812119782057389,0.19770036960801254,0.1939139354813617,0.17889791890787604,0.17638609586400314,0.1761601724835997,0.16529861283385458,0.16243021719682216,0.16209655272784623,0.16140055118602228,0.1575434043601075,0.14741583963616425,0.1466766997846159,0.14254818359498228,0.13850463580554517,0.13795789335860073,0.13462912723607143,0.1322147775209808,0.13206715779022266
alt,conf_nonlin,t3,2000,2,0.8,900005,k1,linear,0.05,99,0.018461463915733334,0.009833489611399404,0.008546412124096125,0.008531051588574479,0.00846193234376491,0.007305451245436578,0.007225600860496173,0.00669225384780503,0.006617720878137834,0.006599807525542012,0.006566970259839988,0.0063450856859623705,0.006333516078088186,0.006323547889826031,0.0060439009459754,0.005997853927532493,0.005918904954863025,0.005665752797269552,0.005508920994931055,0.005429973821919121,0.0053929708896736095
