cell,kind,tail,n,seed,arm,feas_contam,stat,engine,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
2-2-8,u_on_y,none,500,700000,clean,,kl_plugin,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,kl_split,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,kl_crossfit,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,cf1_margin,para_boot,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,slack_plugin,para_boot,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,gm_battery,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,gtest,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,kl_plugin,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,gm_battery,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700000,clean,,gtest,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700001,clean,,kl_plugin,para_boot,99,0.0033976698904424132,0.01529028883019072,0.011058699010327966,0.009928949751455036,0.007825515770592595,0.006838292251724561,0.006792601975061353,0.006749893675154793,0.006491836963169101,0.006049462961169733,0.005685705560976945,0.005422967990686971,0.005196757466586419,0.00502347731889876,0.00497274652786537,0.004728481781227714,0.0046787458673745105,0.0046578037026713676,0.0044137876556802,0.003706104395626561,0.00357597010306061
2-2-8,u_on_y,none,500,700001,clean,,kl_split,para_boot,99,0.002057027882600232,0.06842916181921513,0.06771355627847336,0.05651318694802829,0.05070817230755492,0.049561934305276084,0.04498926280421611,0.04396464169210346,0.040667042057568104,0.0395514870503853,0.03800615017697548,0.034575756794249124,0.03456220711780293,0.033231002283398633,0.032753872528058336,0.028776004360218654,0.025058145485053224,0.024524897610834734,0.024014409459535757,0.023665038886557757,0.022417996771307624
2-2-8,u_on_y,none,500,700001,clean,,kl_crossfit,para_boot,99,0.00611468437657264,0.08555947658413897,0.07016174228551872,0.06182689507329539,0.05001526146050307,0.04841296233911095,0.04732722687890961,0.045489754242614755,0.042864793721024544,0.042792379177734874,0.04064778220014666,0.03641844452459614,0.03617319415408588,0.03186419680612955,0.029892033215756883,0.029345698842091344,0.02589068125777872,0.02551127301405113,0.025300045405274044,0.02480502390912996,0.023863962394612574
2-2-8,u_on_y,none,500,700001,clean,,cf1_margin,para_boot,29,0.058004158004157924,0.12104743083003955,0.12104743083003955,0.12104743083003955,0.10481988838153222,0.10481988838153222,0.10481988838153222,0.08188736681887365,0.08188736681887365,0.08188736681887365,0.08188736681887365,0.07765151515151514,0.07765151515151514,0.07765151515151514,0.07329378733824488,0.07329378733824488,0.07329378733824488,0.07329378733824488,0.07048748353096179,0.07048748353096179,0.07048748353096179
2-2-8,u_on_y,none,500,700001,clean,,slack_plugin,para_boot,29,0.11600831600831596,0.2420948616600791,0.2420948616600791,0.2420948616600791,0.20963977676306444,0.20963977676306444,0.20963977676306444,0.1637747336377473,0.1637747336377473,0.1637747336377473,0.1637747336377473,0.15530303030303028,0.15530303030303028,0.15530303030303028,0.1465875746764898,0.1465875746764898,0.1465875746764898,0.1465875746764898,0.14097496706192347,0.14097496706192347,0.14097496706192347
2-2-8,u_on_y,none,500,700001,clean,,gm_battery,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700001,clean,,gtest,para_boot,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700001,clean,,kl_plugin,crt_cond,99,0.0033976698904424132,0.022958382008752165,0.016381990559491827,0.015330648068631603,0.014723515161250741,0.012906141880945632,0.011710772858807388,0.010242541886509068,0.009901218059931396,0.009360835876004045,0.007675827131757962,0.007469132785569779,0.006625160088127552,0.006247864259117136,0.0053112888313778805,0.005030357256863606,0.004292629032912311,0.004144165774136083,0.003941763298852433,0.0035758445127231017,0.003324631447963293
2-2-8,u_on_y,none,500,700001,clean,,gm_battery,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700001,clean,,gtest,crt_cond,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-2-8,u_on_y,none,500,700002,clean,,kl_plugin,para_boot,99,0.0,1.6893598643498966e-16,1.2846866427805384e-16,1.2059765255835035e-16,1.1845797629949708e-16,1.15192154198197e-16,1.1501591046476442e-16,1.1250259982868254e-16,1.12427648063307e-16,1.1102230246251565e-16,1.1008143549249434e-16,1.0705722023171154e-16,9.811908992378146e-17,9.63589794957683e-17,8.673617379884035e-17,8.516779366987503e-17,8.458842092382146e-17,8.326672684688674e-17,7.993605777301127e-17,7.795020091892667e-17,7.737918050417758e-17
2-2-8,u_on_y,none,500,700002,clean,,kl_split,para_boot,99,0.02009823896818623,0.23387372974816734,0.1998477833108303,0.188604639345959,0.11520297299354476,0.10719486298309011,0.1017927518237347,0.09407944972540935,0.08967440862572176,0.08782894400184618,0.07998595185128807,0.0795053017479202,0.07628810502856742,0.07273460379891189,0.06838773437689155,0.0646846577819874,0.06374863124908808,0.06361882042740863,0.06348942592146631,0.0604534558573272,0.059080081213194746
2-2-8,u_on_y,none,500,700002,clean,,kl_crossfit,para_boot,99,0.01988297371444371,0.22411814295014038,0.18625038607069147,0.17648281345689837,0.11398862920963418,0.10397987058704695,0.10307985382968592,0.09052336668276847,0.08864273156259934,0.08488062924659127,0.07813243681871278,0.07569786001888994,0.07541272160536913,0.0745915240346532,0.06652274894179466,0.06365033113176075,0.06270106279813982,0.06256655807629175,0.061971440889396726,0.06197144088939667,0.057311938690777574
