cell,tail,family,rho,n,seed,dt_stats_s,stat,engine,stat_obs
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,kl_plugin,none,0.4728102203349044
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,kl_split,none,0.7502768916968716
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,kl_crossfit,none,3.3367945537689025
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,cf1_margin,none,0.6504307647879868
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,slack_plugin,none,1.3008615295759736
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800000,0.018073943996569142,gtest,none,199.21278764691354
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,kl_plugin,none,0.5213802984992217
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,kl_split,none,0.8937608027848658
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,kl_crossfit,none,1.082682805724387
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,cf1_margin,none,0.6766025641025641
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,slack_plugin,none,1.353205128205129
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800001,0.009048045001691207,gtest,none,161.86671861076226
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,kl_plugin,none,0.4724872103611944
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,kl_split,none,1.5324702019295526
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,kl_crossfit,none,3.143589829563008
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,cf1_margin,none,0.6533119229225212
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,slack_plugin,none,1.306623845845042
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800002,0.006747141997038852,gtest,none,166.8794235107847
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,kl_plugin,none,0.5472252385997576
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,kl_split,none,1.7153254653738208
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,kl_crossfit,none,1.9606322675836174
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,cf1_margin,none,0.6956326844262295
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,slack_plugin,none,1.391265368852459
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800003,0.005885017002583481,gtest,none,189.6546323400081
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,kl_plugin,none,0.46420335014948316
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,kl_split,none,0.8698127085260169
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,kl_crossfit,none,0.768824144894588
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,cf1_margin,none,0.6448514344262295
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,slack_plugin,none,1.289702868852459
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800004,0.006717554002534598,gtest,none,232.93878443358415
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,kl_plugin,none,0.4841848826147191
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,kl_split,none,1.2655268319004356
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,kl_crossfit,none,1.7426252978890002
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,cf1_margin,none,0.6591551104262969
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,slack_plugin,none,1.3183102208525939
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800005,0.006256671003939118,gtest,none,203.57042496726092
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,kl_plugin,none,0.4488579267994906
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,kl_split,none,4.759651709635604
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,kl_crossfit,none,3.1022320192063466
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,cf1_margin,none,0.64
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,slack_plugin,none,1.2800000000000002
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800006,0.005559256998822093,gtest,none,194.28062554610983
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,kl_plugin,none,0.4662104298157319
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,kl_split,none,1.1079426369570895
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,kl_crossfit,none,1.574672848812007
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,cf1_margin,none,0.6442663082609322
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,slack_plugin,none,1.2885326165218642
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,gm_battery,none,0.0
2-2-5,none,mixture,0.8,500,800007,0.00539828599721659,gtest,none,179.16947946635645
2-2-5,none,mixture,0.8,500,800008,0.005885225000383798,kl_plugin,none,0.5852913296804508
2-2-5,none,mixture,0.8,500,800008,0.005885225000383798,kl_split,none,1.2685453071271207
2-2-5,none,mixture,0.8,500,800008,0.005885225000383798,kl_crossfit,none,1.2392313597202829
2-2-5,none,mixture,0.8,500,800008,0.005885225000383798,cf1_margin,none,0.7236242018850715
2-2-5,none,mixture,0.8,500,800008,0.005885225000383798,slack_plugin,none,1.447248403770143
