cell,adv_id,tail_env,n,seed,feas_contam,stat,engine,stat_obs
2-2-5,A4_feasible_contamination,none,2000,900000,False,kl_plugin,none,3.2943687173176214e-11
2-2-5,A4_feasible_contamination,none,2000,900000,False,kl_split,none,0.8385725376615245
2-2-5,A4_feasible_contamination,none,2000,900000,False,kl_crossfit,none,0.7378812395522882
2-2-5,A4_feasible_contamination,none,2000,900000,False,cf1_margin,none,1.1102230246251565e-16
2-2-5,A4_feasible_contamination,none,2000,900000,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900000,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900000,False,gtest,none,2615.6333611735463
2-2-5,A4_feasible_contamination,none,2000,900001,False,kl_plugin,none,6.705665633218165e-06
2-2-5,A4_feasible_contamination,none,2000,900001,False,kl_split,none,0.5282101807638073
2-2-5,A4_feasible_contamination,none,2000,900001,False,kl_crossfit,none,1.188451852525417
2-2-5,A4_feasible_contamination,none,2000,900001,False,cf1_margin,none,0.0006188000382763015
2-2-5,A4_feasible_contamination,none,2000,900001,False,slack_plugin,none,0.0012376000765525537
2-2-5,A4_feasible_contamination,none,2000,900001,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900001,False,gtest,none,176.20713466436501
2-2-5,A4_feasible_contamination,none,2000,900002,False,kl_plugin,none,5.728265597973171e-15
2-2-5,A4_feasible_contamination,none,2000,900002,False,kl_split,none,2.3920572826034054
2-2-5,A4_feasible_contamination,none,2000,900002,False,kl_crossfit,none,1.9247227925241837
2-2-5,A4_feasible_contamination,none,2000,900002,False,cf1_margin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900002,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900002,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900002,False,gtest,none,2184.6470544133267
2-2-5,A4_feasible_contamination,none,2000,900003,False,kl_plugin,none,1.056153085188478e-14
2-2-5,A4_feasible_contamination,none,2000,900003,False,kl_split,none,1.2893113654630008
2-2-5,A4_feasible_contamination,none,2000,900003,False,kl_crossfit,none,1.2917897477286489
2-2-5,A4_feasible_contamination,none,2000,900003,False,cf1_margin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900003,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900003,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900003,False,gtest,none,80.00444764456041
2-2-5,A4_feasible_contamination,none,2000,900004,False,kl_plugin,none,2.5934408860582004e-14
2-2-5,A4_feasible_contamination,none,2000,900004,False,kl_split,none,1.9935464520278265
2-2-5,A4_feasible_contamination,none,2000,900004,False,kl_crossfit,none,1.4211866906562765
2-2-5,A4_feasible_contamination,none,2000,900004,False,cf1_margin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900004,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900004,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900004,False,gtest,none,2459.6455483194372
2-2-5,A4_feasible_contamination,none,2000,900005,False,kl_plugin,none,7.537507235840736e-10
2-2-5,A4_feasible_contamination,none,2000,900005,False,kl_split,none,2.5859332643111097
2-2-5,A4_feasible_contamination,none,2000,900005,False,kl_crossfit,none,2.0729078750676506
2-2-5,A4_feasible_contamination,none,2000,900005,False,cf1_margin,none,1.1102230246251565e-16
2-2-5,A4_feasible_contamination,none,2000,900005,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900005,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900005,False,gtest,none,87.76650366258022
2-2-5,A4_feasible_contamination,none,2000,900006,False,kl_plugin,none,9.192726484682169e-14
2-2-5,A4_feasible_contamination,none,2000,900006,False,kl_split,none,2.1207481088989626
2-2-5,A4_feasible_contamination,none,2000,900006,False,kl_crossfit,none,1.537285538636207
2-2-5,A4_feasible_contamination,none,2000,900006,False,cf1_margin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900006,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900006,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900006,False,gtest,none,129.04774985620517
2-2-5,A4_feasible_contamination,none,2000,900007,False,kl_plugin,none,1.8245030960711564e-10
2-2-5,A4_feasible_contamination,none,2000,900007,False,kl_split,none,2.867307605765187
2-2-5,A4_feasible_contamination,none,2000,900007,False,kl_crossfit,none,2.4126924529997282
2-2-5,A4_feasible_contamination,none,2000,900007,False,cf1_margin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900007,False,slack_plugin,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900007,False,gm_battery,none,0.0
2-2-5,A4_feasible_contamination,none,2000,900007,False,gtest,none,87.79598287286244
2-2-5,A4_feasible_contamination,none,2000,900008,False,kl_plugin,none,1.420270400666379e-14
2-2-5,A4_feasible_contamination,none,2000,900008,False,kl_split,none,0.5431367642847963
