cell,tail,family,rho,n,seed,dt_stats_s,stat,engine,stat_obs
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,kl_plugin,none,5.2568845589101984e-14
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,kl_split,none,0.37837313229985325
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,kl_crossfit,none,1.471381116411331
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,cf1_margin,none,1.1102230246251565e-16
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800000,0.012583893003466073,gtest,none,149.93910791187153
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,kl_plugin,none,6.0890128995191015e-06
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,kl_split,none,0.11095876559305771
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,kl_crossfit,none,0.44752893951967226
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,cf1_margin,none,0.0006410256410255277
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,slack_plugin,none,0.001282051282051281
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800001,0.010205286998825613,gtest,none,129.88656719824527
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,kl_plugin,none,8.935802317005354e-16
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,kl_split,none,2.8537405641895828
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,kl_crossfit,none,5.62200100251189
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,cf1_margin,none,0.0
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800002,0.007937738002510741,gtest,none,118.76262019191338
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,kl_plugin,none,0.00019195805961064833
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,kl_split,none,2.6073420354780796
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,kl_crossfit,none,1.4508324543774354
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,cf1_margin,none,0.013703893442623016
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,slack_plugin,none,0.027407786885245946
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800003,0.012460295998607762,gtest,none,172.63417547039427
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,kl_plugin,none,0.0006051113564749973
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,kl_split,none,0.8751146837613044
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,kl_crossfit,none,0.5250414672962787
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,cf1_margin,none,0.024590163934426368
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,slack_plugin,none,0.049180327868852375
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800004,0.010560597002040595,gtest,none,155.7312082965345
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,kl_plugin,none,2.336044529134338e-13
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,kl_split,none,0.18242497306298186
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,kl_crossfit,none,1.4468929568308087
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,cf1_margin,none,1.1102230246251565e-16
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800005,0.01642696400085697,gtest,none,175.30170082174266
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,kl_plugin,none,5.981116661572474e-07
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,kl_split,none,1.8291611884920609
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,kl_crossfit,none,1.3998297100739872
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,cf1_margin,none,0.0
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800006,0.012173989998700563,gtest,none,153.6208809583448
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,kl_plugin,none,1.3282346666000259e-13
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,kl_split,none,0.28437635761404706
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,kl_crossfit,none,3.8572152947193987
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,cf1_margin,none,1.1102230246251565e-16
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800007,0.013830748001055326,gtest,none,165.6123381941631
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,kl_plugin,none,6.089036139423341e-05
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,kl_split,none,1.0033975102448272
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,kl_crossfit,none,1.0545987021777052
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,cf1_margin,none,0.0075690899489528896
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,slack_plugin,none,0.015138179897905307
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800008,0.014096241000515874,gtest,none,180.11205895887855
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,kl_plugin,none,2.192103717475703e-05
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,kl_split,none,5.718216077330434
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,kl_crossfit,none,6.1607778004004405
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,cf1_margin,none,0.0034244931270104306
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,slack_plugin,none,0.006848986254020712
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800009,0.017148008999356534,gtest,none,218.46809209749506
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,kl_plugin,none,0.0016442675243300174
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,kl_split,none,3.9914308890575754
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,kl_crossfit,none,6.454205417049607
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,cf1_margin,none,0.04052237372767442
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,slack_plugin,none,0.08104474745534856
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800010,0.017764060998160858,gtest,none,173.39514968246573
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,kl_plugin,none,1.069108587168734e-14
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,kl_split,none,2.761332104993477
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,kl_crossfit,none,2.3342071475368424
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,cf1_margin,none,0.0
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800011,0.01338047299941536,gtest,none,156.20720927834645
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,kl_plugin,none,4.675423778939366e-14
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,kl_split,none,5.2081903684073465
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,kl_crossfit,none,2.7311388190341472
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,cf1_margin,none,0.0
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,slack_plugin,none,0.0
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,gm_battery,none,0.0
2-2-8,none,mixture,0.4,500,800012,0.011354210000718012,gtest,none,187.71745647326253
2-2-8,none,mixture,0.4,500,800013,0.014032181999937166,kl_plugin,none,2.4201349310492377e-07
