kind_orig,kind,noise,n,d,b,method,power,n_reps,null_size,advantage
conf_lin,null_gauss,gauss,20000,3,0.3,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.3,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.4,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,3,0.4,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.4,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.5,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,3,0.5,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.5,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.6,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,3,0.6,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.6,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.7,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,3,0.7,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.7,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.8,hsic,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.8,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.8,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.9,hsic,0.0,200,,
conf_lin,null_gauss,gauss,20000,3,0.9,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,3,0.9,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.1,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.1,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.1,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.2,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.2,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.2,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.3,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.3,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.3,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.4,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.4,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.4,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.5,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.5,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.5,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.6,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.6,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.6,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.7,hsic,0.005,200,,
conf_lin,null_gauss,gauss,20000,5,0.7,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.7,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.8,hsic,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.8,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.8,k2,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.9,hsic,0.0,200,,
conf_lin,null_gauss,gauss,20000,5,0.9,k1,0.04,200,,
conf_lin,null_gauss,gauss,20000,5,0.9,k2,0.0,200,,
conf_lin,null_gauss,lognorm,500,2,0.1,hsic,0.09,200,0.0,0.09
conf_lin,null_gauss,lognorm,500,2,0.1,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.1,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.2,hsic,0.095,200,0.0,0.095
conf_lin,null_gauss,lognorm,500,2,0.2,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.2,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.3,hsic,0.095,200,0.0,0.095
conf_lin,null_gauss,lognorm,500,2,0.3,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.3,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.4,hsic,0.1,200,0.0,0.1
conf_lin,null_gauss,lognorm,500,2,0.4,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.4,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.5,hsic,0.105,200,0.0,0.105
conf_lin,null_gauss,lognorm,500,2,0.5,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.5,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.6,hsic,0.12,200,0.0,0.12
conf_lin,null_gauss,lognorm,500,2,0.6,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.6,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.7,hsic,0.13,200,0.0,0.13
conf_lin,null_gauss,lognorm,500,2,0.7,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.7,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.8,hsic,0.135,200,0.0,0.135
conf_lin,null_gauss,lognorm,500,2,0.8,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.8,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,2,0.9,hsic,0.165,200,0.0,0.165
conf_lin,null_gauss,lognorm,500,2,0.9,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,2,0.9,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.1,hsic,0.09,200,0.0,0.09
conf_lin,null_gauss,lognorm,500,3,0.1,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.1,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.2,hsic,0.095,200,0.0,0.095
conf_lin,null_gauss,lognorm,500,3,0.2,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.2,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.3,hsic,0.095,200,0.0,0.095
conf_lin,null_gauss,lognorm,500,3,0.3,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.3,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.4,hsic,0.1,200,0.0,0.1
conf_lin,null_gauss,lognorm,500,3,0.4,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.4,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.5,hsic,0.105,200,0.0,0.105
conf_lin,null_gauss,lognorm,500,3,0.5,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.5,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.6,hsic,0.12,200,0.0,0.12
conf_lin,null_gauss,lognorm,500,3,0.6,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.6,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.7,hsic,0.13,200,0.0,0.13
conf_lin,null_gauss,lognorm,500,3,0.7,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.7,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.8,hsic,0.135,200,0.0,0.135
conf_lin,null_gauss,lognorm,500,3,0.8,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.8,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,3,0.9,hsic,0.165,200,0.0,0.165
conf_lin,null_gauss,lognorm,500,3,0.9,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,3,0.9,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.1,hsic,0.09,200,0.0,0.09
conf_lin,null_gauss,lognorm,500,5,0.1,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.1,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.2,hsic,0.095,200,0.0,0.095
conf_lin,null_gauss,lognorm,500,5,0.2,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.2,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.3,hsic,0.095,200,0.0,0.095
conf_lin,null_gauss,lognorm,500,5,0.3,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.3,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.4,hsic,0.1,200,0.0,0.1
conf_lin,null_gauss,lognorm,500,5,0.4,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.4,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.5,hsic,0.105,200,0.0,0.105
conf_lin,null_gauss,lognorm,500,5,0.5,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.5,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.6,hsic,0.12,200,0.0,0.12
conf_lin,null_gauss,lognorm,500,5,0.6,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.6,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.7,hsic,0.13,200,0.0,0.13
conf_lin,null_gauss,lognorm,500,5,0.7,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.7,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.8,hsic,0.135,200,0.0,0.135
conf_lin,null_gauss,lognorm,500,5,0.8,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.8,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,500,5,0.9,hsic,0.165,200,0.0,0.165
conf_lin,null_gauss,lognorm,500,5,0.9,k1,0.24,200,0.19,0.04999999999999999
conf_lin,null_gauss,lognorm,500,5,0.9,k2,0.09,200,0.07,0.01999999999999999
conf_lin,null_gauss,lognorm,2000,2,0.1,hsic,0.205,200,0.0,0.205
conf_lin,null_gauss,lognorm,2000,2,0.1,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.1,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.2,hsic,0.23,200,0.0,0.23
conf_lin,null_gauss,lognorm,2000,2,0.2,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.2,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.3,hsic,0.24,200,0.0,0.24
conf_lin,null_gauss,lognorm,2000,2,0.3,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.3,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.4,hsic,0.24,200,0.0,0.24
conf_lin,null_gauss,lognorm,2000,2,0.4,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.4,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.5,hsic,0.275,200,0.0,0.275
conf_lin,null_gauss,lognorm,2000,2,0.5,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.5,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.6,hsic,0.29,200,0.0,0.29
conf_lin,null_gauss,lognorm,2000,2,0.6,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.6,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.7,hsic,0.305,200,0.0,0.305
conf_lin,null_gauss,lognorm,2000,2,0.7,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.7,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.8,hsic,0.325,200,0.0,0.325
conf_lin,null_gauss,lognorm,2000,2,0.8,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.8,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,2,0.9,hsic,0.335,200,0.0,0.335
conf_lin,null_gauss,lognorm,2000,2,0.9,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,2,0.9,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.1,hsic,0.205,200,0.0,0.205
conf_lin,null_gauss,lognorm,2000,3,0.1,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.1,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.2,hsic,0.23,200,0.0,0.23
conf_lin,null_gauss,lognorm,2000,3,0.2,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.2,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.3,hsic,0.24,200,0.0,0.24
conf_lin,null_gauss,lognorm,2000,3,0.3,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.3,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.4,hsic,0.24,200,0.0,0.24
conf_lin,null_gauss,lognorm,2000,3,0.4,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.4,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.5,hsic,0.275,200,0.0,0.275
conf_lin,null_gauss,lognorm,2000,3,0.5,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.5,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.6,hsic,0.29,200,0.0,0.29
conf_lin,null_gauss,lognorm,2000,3,0.6,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.6,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.7,hsic,0.305,200,0.0,0.305
conf_lin,null_gauss,lognorm,2000,3,0.7,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.7,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.8,hsic,0.325,200,0.0,0.325
conf_lin,null_gauss,lognorm,2000,3,0.8,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.8,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,3,0.9,hsic,0.335,200,0.0,0.335
conf_lin,null_gauss,lognorm,2000,3,0.9,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,3,0.9,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.1,hsic,0.205,200,0.0,0.205
conf_lin,null_gauss,lognorm,2000,5,0.1,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.1,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.2,hsic,0.23,200,0.0,0.23
conf_lin,null_gauss,lognorm,2000,5,0.2,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.2,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.3,hsic,0.24,200,0.0,0.24
conf_lin,null_gauss,lognorm,2000,5,0.3,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.3,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.4,hsic,0.24,200,0.0,0.24
conf_lin,null_gauss,lognorm,2000,5,0.4,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.4,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.5,hsic,0.275,200,0.0,0.275
conf_lin,null_gauss,lognorm,2000,5,0.5,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.5,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.6,hsic,0.29,200,0.0,0.29
conf_lin,null_gauss,lognorm,2000,5,0.6,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.6,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.7,hsic,0.305,200,0.0,0.305
conf_lin,null_gauss,lognorm,2000,5,0.7,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.7,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.8,hsic,0.325,200,0.0,0.325
conf_lin,null_gauss,lognorm,2000,5,0.8,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.8,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,2000,5,0.9,hsic,0.335,200,0.0,0.335
conf_lin,null_gauss,lognorm,2000,5,0.9,k1,0.755,200,0.07,0.685
conf_lin,null_gauss,lognorm,2000,5,0.9,k2,0.075,200,0.04,0.034999999999999996
conf_lin,null_gauss,lognorm,5000,2,0.1,hsic,0.24,200,,
conf_lin,null_gauss,lognorm,5000,2,0.1,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.1,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.2,hsic,0.25,200,,
conf_lin,null_gauss,lognorm,5000,2,0.2,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.2,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.3,hsic,0.26,200,,
conf_lin,null_gauss,lognorm,5000,2,0.3,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.3,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.4,hsic,0.265,200,,
conf_lin,null_gauss,lognorm,5000,2,0.4,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.4,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.5,hsic,0.265,200,,
conf_lin,null_gauss,lognorm,5000,2,0.5,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.5,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.6,hsic,0.275,200,,
conf_lin,null_gauss,lognorm,5000,2,0.6,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.6,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.7,hsic,0.29,200,,
conf_lin,null_gauss,lognorm,5000,2,0.7,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.7,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.8,hsic,0.305,200,,
conf_lin,null_gauss,lognorm,5000,2,0.8,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.8,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,2,0.9,hsic,0.32,200,,
conf_lin,null_gauss,lognorm,5000,2,0.9,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,2,0.9,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.1,hsic,0.24,200,,
conf_lin,null_gauss,lognorm,5000,3,0.1,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.1,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.2,hsic,0.25,200,,
conf_lin,null_gauss,lognorm,5000,3,0.2,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.2,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.3,hsic,0.26,200,,
conf_lin,null_gauss,lognorm,5000,3,0.3,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.3,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.4,hsic,0.265,200,,
conf_lin,null_gauss,lognorm,5000,3,0.4,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.4,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.5,hsic,0.265,200,,
conf_lin,null_gauss,lognorm,5000,3,0.5,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.5,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.6,hsic,0.275,200,,
conf_lin,null_gauss,lognorm,5000,3,0.6,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.6,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.7,hsic,0.29,200,,
conf_lin,null_gauss,lognorm,5000,3,0.7,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.7,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.8,hsic,0.305,200,,
conf_lin,null_gauss,lognorm,5000,3,0.8,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.8,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,3,0.9,hsic,0.32,200,,
conf_lin,null_gauss,lognorm,5000,3,0.9,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,3,0.9,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.1,hsic,0.24,200,,
conf_lin,null_gauss,lognorm,5000,5,0.1,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.1,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.2,hsic,0.25,200,,
conf_lin,null_gauss,lognorm,5000,5,0.2,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.2,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.3,hsic,0.26,200,,
conf_lin,null_gauss,lognorm,5000,5,0.3,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.3,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.4,hsic,0.265,200,,
conf_lin,null_gauss,lognorm,5000,5,0.4,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.4,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.5,hsic,0.265,200,,
conf_lin,null_gauss,lognorm,5000,5,0.5,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.5,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.6,hsic,0.275,200,,
conf_lin,null_gauss,lognorm,5000,5,0.6,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.6,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.7,hsic,0.29,200,,
conf_lin,null_gauss,lognorm,5000,5,0.7,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.7,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.8,hsic,0.305,200,,
conf_lin,null_gauss,lognorm,5000,5,0.8,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.8,k2,0.035,200,,
conf_lin,null_gauss,lognorm,5000,5,0.9,hsic,0.32,200,,
conf_lin,null_gauss,lognorm,5000,5,0.9,k1,0.76,200,,
conf_lin,null_gauss,lognorm,5000,5,0.9,k2,0.035,200,,
conf_lin,null_gauss,lognorm,10000,2,0.1,hsic,0.245,200,,
conf_lin,null_gauss,lognorm,10000,2,0.1,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.1,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.2,hsic,0.25,200,,
conf_lin,null_gauss,lognorm,10000,2,0.2,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.2,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.3,hsic,0.26,200,,
conf_lin,null_gauss,lognorm,10000,2,0.3,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.3,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.4,hsic,0.27,200,,
conf_lin,null_gauss,lognorm,10000,2,0.4,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.4,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.5,hsic,0.28,200,,
conf_lin,null_gauss,lognorm,10000,2,0.5,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.5,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.6,hsic,0.29,200,,
conf_lin,null_gauss,lognorm,10000,2,0.6,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.6,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.7,hsic,0.3,200,,
conf_lin,null_gauss,lognorm,10000,2,0.7,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.7,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.8,hsic,0.31,200,,
conf_lin,null_gauss,lognorm,10000,2,0.8,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.8,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,2,0.9,hsic,0.315,200,,
conf_lin,null_gauss,lognorm,10000,2,0.9,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,2,0.9,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.1,hsic,0.245,200,,
conf_lin,null_gauss,lognorm,10000,3,0.1,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.1,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.2,hsic,0.25,200,,
conf_lin,null_gauss,lognorm,10000,3,0.2,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.2,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.3,hsic,0.26,200,,
conf_lin,null_gauss,lognorm,10000,3,0.3,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.3,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.4,hsic,0.27,200,,
conf_lin,null_gauss,lognorm,10000,3,0.4,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.4,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.5,hsic,0.28,200,,
conf_lin,null_gauss,lognorm,10000,3,0.5,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.5,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.6,hsic,0.29,200,,
conf_lin,null_gauss,lognorm,10000,3,0.6,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.6,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.7,hsic,0.3,200,,
conf_lin,null_gauss,lognorm,10000,3,0.7,k1,0.075,200,,
conf_lin,null_gauss,lognorm,10000,3,0.7,k2,0.055,200,,
conf_lin,null_gauss,lognorm,10000,3,0.8,hsic,0.31,200,,
conf_lin,null_gauss,lognorm,10000,3,0.8,k1,0.075,200,,
