n,d,noise,kind,b,seed,method,stat_obs
20000,3,t3,conf_lin,0.8,500000,k1,0.007584683275806636
20000,3,t3,conf_lin,0.8,500000,k2,0.047403582855818936
20000,3,t3,conf_lin,0.8,500000,hsic,0.005358926385660493
20000,3,t3,conf_lin,0.8,500001,k1,0.0054887474759464094
20000,3,t3,conf_lin,0.8,500001,k2,0.04624695732612791
20000,3,t3,conf_lin,0.8,500001,hsic,0.0030266215791587415
20000,3,t3,conf_lin,0.8,500002,k1,0.00674644412160863
20000,3,t3,conf_lin,0.8,500002,k2,0.037787027450830596
20000,3,t3,conf_lin,0.8,500002,hsic,0.006180666661236934
20000,3,t3,conf_lin,0.8,500003,k1,0.007378206178915714
20000,3,t3,conf_lin,0.8,500003,k2,0.07299738662266562
20000,3,t3,conf_lin,0.8,500003,hsic,0.00419725935211149
20000,3,t3,conf_lin,0.8,500004,k1,0.009772238327297122
20000,3,t3,conf_lin,0.8,500004,k2,0.03431916658378062
20000,3,t3,conf_lin,0.8,500004,hsic,0.0014947358784793312
20000,3,t3,conf_lin,0.8,500005,k1,0.007238356671693813
20000,3,t3,conf_lin,0.8,500005,k2,0.04331586706302395
20000,3,t3,conf_lin,0.8,500005,hsic,0.003541280007095278
20000,3,t3,conf_lin,0.8,500006,k1,0.005965397453965959
20000,3,t3,conf_lin,0.8,500006,k2,0.03484385733278745
20000,3,t3,conf_lin,0.8,500006,hsic,0.001993796587538502
20000,3,t3,conf_lin,0.8,500007,k1,0.006478100333054182
20000,3,t3,conf_lin,0.8,500007,k2,0.05529976207404833
20000,3,t3,conf_lin,0.8,500007,hsic,0.003591066196781024
20000,3,t3,conf_lin,0.8,500008,k1,0.009042584235858131
20000,3,t3,conf_lin,0.8,500008,k2,0.06475827157992317
20000,3,t3,conf_lin,0.8,500008,hsic,0.004497060965188514
20000,3,t3,conf_lin,0.8,500009,k1,0.007764068615324193
20000,3,t3,conf_lin,0.8,500009,k2,0.07337435563847525
20000,3,t3,conf_lin,0.8,500009,hsic,0.0015952620446235066
20000,3,t3,conf_lin,0.8,500010,k1,0.0065778820400689275
20000,3,t3,conf_lin,0.8,500010,k2,0.03362047627212027
20000,3,t3,conf_lin,0.8,500010,hsic,0.0029682118673352628
20000,3,t3,conf_lin,0.8,500011,k1,0.00746330747017665
20000,3,t3,conf_lin,0.8,500011,k2,0.07863338962058405
20000,3,t3,conf_lin,0.8,500011,hsic,0.0012774421994153106
20000,3,t3,conf_lin,0.8,500012,k1,0.006563208250343622
20000,3,t3,conf_lin,0.8,500012,k2,0.16047300518909166
20000,3,t3,conf_lin,0.8,500012,hsic,0.002274937373462866
20000,3,t3,conf_lin,0.8,500013,k1,0.005129685421397134
