adv_id,n,d,noise,seed,method,trim,B,stat_obs,cv_0.01,cv_0.02,cv_0.03,cv_0.04,cv_0.05,cv_0.06,cv_0.07,cv_0.08,cv_0.09,cv_0.10,cv_0.11,cv_0.12,cv_0.13,cv_0.14,cv_0.15,cv_0.16,cv_0.17,cv_0.18,cv_0.19,cv_0.20
B3_clipped_noise,5000,2,t3,900000,k1,0.05,99,0.002662796435909942,0.014644396165543805,0.013869154649075344,0.013480171187241985,0.012901884694713983,0.012473879905505747,0.01241869730490075,0.011753647596967731,0.01172194899185297,0.011701541933917925,0.011384957420128572,0.010939375284153008,0.010854085730480634,0.010798906710503986,0.010548475790631784,0.010325231814454883,0.010293437704859021,0.01022179626733899,0.010204921092581087,0.0101605682602387,0.0097800098895654
B3_clipped_noise,5000,2,t3,900000,k2,0.05,99,0.06697286331443916,0.16507839043314068,0.16347739255988805,0.15912852285178977,0.15441266512541724,0.15327396595382975,0.1456540025690352,0.14502790181527708,0.14355565663854866,0.14284052461967892,0.1400686688709593,0.13609113848499815,0.13404901984158157,0.1300571615446684,0.12951877002405207,0.12713801989773926,0.12425007813238811,0.12304087125462475,0.1207376276890868,0.11669077132573678,0.11478768955231988
B3_clipped_noise,5000,2,t3,900000,hsic,0.0,99,0.0024494647103660812,0.0069724219390890655,0.0052123567831519795,0.0049073150627216375,0.004159195029574105,0.004156876118377655,0.003921345848206764,0.0039017695794436357,0.003811186810609359,0.00375899270306593,0.003748809678688783,0.0036871064378978767,0.0034632585981320845,0.003436405428557062,0.003432424496063392,0.003381561666530224,0.0033759944970816816,0.0033455060440344157,0.0033411947886958586,0.003298302205054471,0.0032713014673697713
B3_clipped_noise,5000,2,t3,900001,k1,0.05,99,0.004802854300324677,0.020053834125906334,0.01511191344529017,0.01454434265537563,0.013705059903264538,0.013059092633907476,0.01276927090847857,0.012691222050892903,0.012059337042944263,0.011627097393427932,0.011580165698877098,0.011062729496904788,0.010898935544142008,0.010683080878714724,0.010575757559969534,0.01053247952512737,0.010244835712203582,0.010173682378322724,0.010131656644004394,0.009928355611659612,0.009848996678429311
B3_clipped_noise,5000,2,t3,900001,k2,0.05,99,0.07237748085163309,0.245563378637265,0.21795582129645524,0.21063321521025427,0.18732923195879178,0.1767734475700173,0.1722809376903152,0.15914806213676047,0.15601693722568405,0.13729512592165485,0.13256636073162426,0.13111270920037102,0.1294543170609463,0.12372820863105165,0.1234715560206381,0.12334549175057319,0.12192394554710473,0.12106060242987868,0.11971753499701936,0.11889620737388373,0.11866821042584699
B3_clipped_noise,5000,2,t3,900001,hsic,0.0,99,0.0013593961802321854,0.0033305136276152373,0.0033158608420581002,0.0032278121871554284,0.0030885674457201448,0.0028667940563516397,0.002685268687457699,0.002647441618792536,0.002624250300800476,0.002617803018819282,0.002603158193579435,0.0025618967187704504,0.0024204510224490584,0.0024141780287330605,0.002391000188094237,0.0023711226185948813,0.002328265727021669,0.0022798397210191126,0.00223307390272701,0.002222291763315959,0.002221193594142461
B3_clipped_noise,5000,2,t3,900002,k1,0.05,99,0.0031639061876412855,0.014997163769514543,0.013332640226388803,0.012729811205885233,0.01213301044574333,0.011828445116544017,0.011701676900915059,0.011699642477090544,0.011418149840286995,0.010764796420204115,0.010607367380670474,0.010342436453491088,0.010300068905527593,0.010257794160102751,0.009888111812712097,0.009798535514344509,0.009685368959051033,0.009662389841164298,0.009519041843758513,0.009329542572572791,0.009067029164748552
B3_clipped_noise,5000,2,t3,900002,k2,0.05,99,0.07673828339750398,0.3464717995999035,0.23605820166964206,0.16867329299337316,0.16789725733104952,0.15838151958526633,0.15004693391087048,0.13737224732656586,0.13651237366970276,0.13061838131028095,0.1300549812366434,0.12920533376744903,0.12322928116823254,0.12242246327301269,0.11962549856967258,0.11714200161767932,0.11702311064357983,0.116724195808118,0.11652661102276748,0.1142300584508536,0.11265990354491384
B3_clipped_noise,5000,2,t3,900002,hsic,0.0,99,0.0016704884218843913,0.0040518463522526554,0.003978533279462895,0.003928283895563229,0.0037485144932088927,0.00364736477760708,0.0036396287546991636,0.0035707214436913382,0.003459018279991992,0.0032450356005010164,0.003100994657316848,0.0030948984502458463,0.003080880152424679,0.00290431073581228,0.0028001162689956093,0.0027973902968685227,0.002723716672490797,0.0026568581503346985,0.002459125364289793,0.0024552055926157137,0.0023825051144272004
B3_clipped_noise,5000,2,t3,900003,k1,0.05,99,0.0039019793612876663,0.018611531482342403,0.013738971583632575,0.013607367099723766,0.013482634700420992,0.01308291657510463,0.013033913967565147,0.012360905304582448,0.011890618479082793,0.011192811437155004,0.011040464558395469,0.010826313596548287,0.010658382434984959,0.010535517909138092,0.010412900319750507,0.01036434865861069,0.010324539102762875,0.010150301897972058,0.009962798779655002,0.0097706855798535,0.009492209843026678
